Name,Question,Institution,Gender,Confidence,Medianconf,Vote,Median,Qtext,Comment
Aaron Edlin,235,Berkeley,m,6,7,Agree,Agree,"Question A: By discounting pension liabilities at high interest rates under government accounting standards, many U.S. state and local governments understate their pension liabilities and the costs of providing pensions to public-sector workers.",
Aaron Edlin,236,Berkeley,m,7,7,Agree,Agree,"Question B: During the next two decades some U.S. states, unless they substantially increase taxes, cut spending, and/or change public-sector pensions, will require a combination of severe austerity budgets, a federal bailout, and/or default.",
Aaron Edlin,237,Berkeley,m,8,5,Disagree,Uncertain,"Question A: Even if the third round of quantitative easing that the Fed recently announced increases real GDP growth over the next two years, the increase will be inconsequential.",
Aaron Edlin,238,Berkeley,m,5,5,Uncertain,Uncertain,"Question B: Even if the third round of quantitative easing that the Fed recently announced increases annual consumer price inflation over the next five years, the increase will be inconsequential.",
Aaron Edlin,239,Berkeley,m,7,5,Agree,Agree,"Question C: Even if inflationary pressures rise substantially as a result of quantitative easing and low interest rates, the Federal Reserve has ample tools to rein inflation back in if it chooses to do so.",
Aaron Edlin,240,Berkeley,m,5,7,Agree,Agree,Question A: Ethanol content requirements and protectionism against imported ethanol (which includes fuel from sugarcane) raise food prices without significantly reducing carbon-dioxide emissions.,
Aaron Edlin,241,Berkeley,m,10,8,Strongly Agree,Strongly Agree,"Question B: A direct disincentive to emit carbon-dioxide, for example through a carbon tax or an emissions permit market, is more efficient than requiring the use of corn-based ethanol fuels.",Directly taxing pollutants is better than indirect approaches if pollutants can be adequately monitored.
Aaron Edlin,242,Berkeley,m,5,5,Uncertain,Uncertain,"Question A: Even if all the official-sector funding that Greece received from 2010 through August 2012 is written off, propping up Greece to buy time for the rest of Europe to prepare for Greek default has been better for citizens of the Eurozone outside of Greece than a policy that would have cut off funding sooner.",
Aaron Edlin,243,Berkeley,m,3,5,Uncertain,Disagree,"Question B: A substantial sovereign-debt default by some combination of Greece, Ireland, Italy, Portugal and Spain is a necessary condition for the euro area as a whole to grow at its pre-crisis trend rate over the next three years.",
Aaron Edlin,244,Berkeley,m,2,4,Uncertain,Uncertain,"Question C: Unless there is a substantial default by some combination of Greece, Ireland, Italy, Portugal and Spain on their sovereign debt and commercial bank debt, plus credible reforms to prevent excessive borrowing in the future, the euro area is headed for a costly financial meltdown and a prolonged recession.",
Aaron Edlin,245,Berkeley,m,NA,7,Did Not Answer,Agree,The current trade barriers in the U.S. sugar industry raise the profits of sugar producers and make the typical U.S. consumer pay more for sugar and goods that use sugar as an input.,
Aaron Edlin,246,Berkeley,m,9,5,Agree,Uncertain,Question A: Loans to students attending for-profit colleges are especially risky because students attending them have had default rates that greatly exceed those for comparable students attending public and non-profit private institutions.,
Aaron Edlin,247,Berkeley,m,7,5,Agree,Agree,Question B: Rules that tie each college's eligibility for federal student loans to its students' graduation rates and post-schooling employment outcomes would better protect taxpayers from losses on student loans.,Note though that high graduation rates may be manipulable.
Aaron Edlin,248,Berkeley,m,NA,8,Did Not Answer,Agree,"Question A: The way in which money market funds normally trade – at one dollar per share, even though the per-share value of the assets backing them varies over time – made them vulnerable to a run in 2008 before they received taxpayer guarantees.",
Aaron Edlin,249,Berkeley,m,NA,7,Did Not Answer,Uncertain,Question B: Taxpayers would be better protected if each money market fund in the U.S. were instead required to trade at its floating net asset value.,
Aaron Edlin,250,Berkeley,m,NA,5,Did Not Answer,Uncertain,"Question C: In the absence of floating net asset values, taxpayers would be better protected if each money market fund in the U.S. were required to set aside capital to protect against losses while holding back a portion of shareholders' cash for a time when they seek to withdraw all of their money.",
Aaron Edlin,251,Berkeley,m,NA,5,Did Not Answer,Uncertain,Taxes or bans on large bottles of soft drinks containing sugar are not likely to have a significant effect on obesity rates because people will substitute towards consuming excessive calories in other ways.,
Aaron Edlin,252,Berkeley,m,NA,7,Did Not Answer,Agree,Subjecting online sales from out-of-state vendors to the same retail sales taxes imposed on in-state sales would raise more tax revenue in the states making this change while reducing the pro-online bias of current policy.,
Aaron Edlin,253,Berkeley,m,6,5,Agree,Agree,"Consumers would not necessarily be better off if cable and satellite TV firms were required to offer a la carte pricing for individual channels, because the networks' programming charges and the satellite-and-cable fees could adjust in response to this rule.","in addition, requirements of a la carte pricing are likely to be ineffective without a ban on bundled pricing."
Aaron Edlin,254,Berkeley,m,8,8,Agree,Agree,"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000.",
Aaron Edlin,255,Berkeley,m,6,6,Agree,Disagree,"Question A: Assuming that Germany eventually agrees to backstop the debt of southern European countries, the eurozone as a whole will be better off if that bailout is unconditional, rather than accompanied by the labor market reforms and future budget controls that Germany is demanding of countries in return.",Longer term budget controls would be better than shorter term.
Aaron Edlin,256,Berkeley,m,1,5,Uncertain,Uncertain,"Question B: If Germany fails to bail out the southern tier of Europe, its own economy will be hurt more — because of output and asset losses — than it would be by an unconditional bailout.",
Aaron Edlin,257,Berkeley,m,6,6,Agree,Agree,Question C: The main reason other eurozone countries need to worry about Greek banks losing access to ECB support is because the ensuing chaos in Greece could trigger bank runs in peripheral countries.,"To bank runs, I would add higher interest rates and general uncertainty."
Aaron Edlin,258,Berkeley,m,NA,5,Did Not Answer,Uncertain,Question A: A cut in federal income tax rates in the US right now would lead to higher GDP within five years than without the tax cut.,
Aaron Edlin,259,Berkeley,m,NA,7,Did Not Answer,Strongly Disagree,Question B: A cut in federal income tax rates in the US right now would raise taxable income enough so that the annual total tax revenue would be higher within five years than without the tax cut.,
Aaron Edlin,260,Berkeley,m,8,8,Agree,Agree,"Question A: Trade with China makes most Americans better off because, among other advantages, they can buy goods that are made or assembled more cheaply in China.",
Aaron Edlin,261,Berkeley,m,9,8,Strongly Agree,Agree,"Question B: Some Americans who work in the production of competing goods, such as clothing and furniture, are made worse off by trade with China.",Someone loses from almost anything.
Aaron Edlin,262,Berkeley,m,NA,5,Did Not Answer,Uncertain,An important reason why private college and university tuition has risen faster than the CPI during the past few decades is because competition for faculty members — whose potential earnings in other sectors have steadily improved — has driven up their pay faster than their productivity.,
Aaron Edlin,263,Berkeley,m,8,7,Strongly Agree,Agree,"If the fiscal changes that are planned under current US law take place next year — including Bush era tax cuts expiring, Medicare payment rates to doctors being cut, the AMT applying to many more taxpayers, and automatic cuts in defense and non-defense discretionary spending kicking in — then US real GDP growth in 2013 will be lower than it would be under the CBO's alternative fiscal scenario, in which the above changes do not occur.",
Aaron Edlin,264,Berkeley,m,5,5,Disagree,Disagree,"New technology for fracking natural gas, by lowering energy costs in the United States, will make US industrial firms more cost competitive and thus significantly stimulate the growth of US merchandise exports.",
Aaron Edlin,265,Berkeley,m,4,6,Agree,Agree,Cuba’s low per-capita income growth — 1.2 percent per year since 1960 —has more to do with Cuba’s own economic policies than with the U.S. embargo on trade and tourism.,"Trade certainly matters for growth. Many countries though would trade with Cuba, so probably its own policies were more important."
Aaron Edlin,266,Berkeley,m,4,7,Agree,Agree,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time.",
Aaron Edlin,267,Berkeley,m,NA,6,No Opinion,Disagree,Question B: France’s overall employment is higher today because of the 35 hour work week than it would be without a limit on weekly hours.,
Aaron Edlin,268,Berkeley,m,7,6,Disagree,Disagree,"Connecticut should pass its Senate Bill 60, which states that during a “severe weather event emergency, no person within the chain of distribution of consumer goods and services shall sell or offer to sell consumer goods or services for a price that is unconscionably excessive.”",statute is vague. also statute could put goods in hands of those with limited need who hoard them.
Aaron Edlin,269,Berkeley,m,NA,5,No Opinion,Uncertain,"The former head of the Transportation Security Administration is correct in arguing that randomizing airport “security procedures encountered by passengers (additional upper-torso pat-downs, a thorough bag search, a swab test of carry-ons, etc.), while not subjecting everyone to the full gamut"" would make it ""much harder for terrorists to learn how to evade security procedures.""",
Aaron Edlin,270,Berkeley,m,NA,7,Did Not Answer,Agree,Laws that limit the resale of tickets for entertainment and sports events make potential audience members for those events worse off on average.,
Aaron Edlin,271,Berkeley,m,NA,5,Did Not Answer,Uncertain,"Prior to the crisis, the benefits from the funding advantage that Fannie Mae and Freddie Mac had by virtue of perceived government support mostly went to their shareholders, rather than into substantially lower interest rates on residential mortgages.",
Aaron Edlin,272,Berkeley,m,6,6,Disagree,Uncertain,"Question A: If public school students had the option of taking the government money (local, state, federal) currently being spent on their own education and turning that money into vouchers that they could use towards covering the costs of any private school or public school of their choice (e.g. charter schools), most would be better off.",For profit schools do not appear to be serving students that well. Some regulation of who can accept vouchers is desirable.
Aaron Edlin,273,Berkeley,m,1,5,Disagree,Agree,"Question B: The main drawback to allowing all public school students to take the government money (local, state, federal) currently being spent on their own education and turning that money into vouchers that they could use towards covering the costs of any private school or public school of their choice (e.g. charter schools) would be that some students would not make an active choice and would be left with much worse peers and a weaker school.",Lots of parents would also make bad choices.
Aaron Edlin,274,Berkeley,m,NA,5,No Opinion,Uncertain,Question A: The average size of the 19 financial firms that just completed the Federal Reserve stress tests (i.e. the CCAR) would be substantially smaller if they did not have implicit government support.,
Aaron Edlin,275,Berkeley,m,NA,5,No Opinion,Uncertain,"Question B: The 19 financial firms that just completed the Federal Reserve stress tests (i.e. the CCAR) are big primarily because of economies of scale and scope, rather than because of implicit government support.",
Aaron Edlin,276,Berkeley,m,8,8,Agree,Agree,Changes in U.S. gasoline prices over the past 10 years have predominantly been due to market factors rather than U.S. federal economic or energy policies.,
Aaron Edlin,277,Berkeley,m,1,8,Agree,Agree,"Question A: Freer trade improves productive efficiency and offers consumers better choices, and in the long run these gains are much larger than any effects on employment.",Consider any tribe or group that was isolated from trade for centuries to see the long run results of autarky
Aaron Edlin,278,Berkeley,m,1,6,Uncertain,Agree,"Question B: On average, citizens of the U.S. have been better off with the North American Free Trade Agreement than they would have been if the trade rules for the U.S., Canada and Mexico prior to NAFTA had remained in place.",
Aaron Edlin,279,Berkeley,m,NA,6,Did Not Answer,Agree,"Because the U.S. Treasury bailed out and backstopped banks (by injecting equity into them in late 2008, and later committing to provide public capital to any banks that failed the stress tests and could not raise private capital), the U.S. unemployment rate was lower at the end of 2010 than it would have been without these measures.",
Aaron Edlin,280,Berkeley,m,9,6,Strongly Agree,Agree,"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees.",Tort law is a plenty good safeguard for our safety.
Aaron Edlin,281,Berkeley,m,8,5,Agree,Agree,"Bans on the short selling of financial securities, such as stocks and government bonds, lead to prices that are further, on average, from their fundamental values.","Even with short selling, it can be hard to stop a bubble. Without it, well..."
Aaron Edlin,282,Berkeley,m,NA,7,Did Not Answer,Agree,"Question A: Because of the American Recovery and Reinvestment Act of 2009, the U.S. unemployment rate was lower at the end of 2010 than it would have been without the stimulus bill.",
Aaron Edlin,283,Berkeley,m,NA,6,Did Not Answer,Uncertain,"Question B: Taking into account all of the ARRA’s economic consequences — including the economic costs of raising taxes to pay for the spending, its effects on future spending, and any other likely future effects — the benefits of the stimulus will end up exceeding its costs.",
Aaron Edlin,284,Berkeley,m,1,6,Disagree,Disagree,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them.",Rent control lowers incentives to invest and increases incentives to hold underoccupied rentals
Aaron Edlin,285,Berkeley,m,NA,4,Did Not Answer,Uncertain,Question A: The typical chief executive officer of a publicly traded corporation in the U.S. is paid more than his or her marginal contribution to the firm's value.,
Aaron Edlin,286,Berkeley,m,NA,5,Did Not Answer,Uncertain,Question B: Mandating that U.S. publicly listed corporations must allow shareholders to cast a non-binding vote on executive compensation was a good idea.,
Aaron Edlin,287,Berkeley,m,NA,7,Did Not Answer,Agree,One of the leading reasons for rising U.S. income inequality over the past three decades is that technological change has affected workers with some skill sets differently than others.,
Aaron Edlin,288,Berkeley,m,NA,8,Did Not Answer,Strongly Disagree,"Question A: If the US replaced its discretionary monetary policy regime with a gold standard, defining a ""dollar"" as a specific number of ounces of gold, the price-stability and employment outcomes would be better for the average American.",
Aaron Edlin,289,Berkeley,m,NA,9,Did Not Answer,Strongly Agree,Question B: There are many factors besides US inflation risk that influence the current dollar price of gold.,
Aaron Edlin,290,Berkeley,m,NA,8,Did Not Answer,Strongly Agree,"In general, using more congestion charges in crowded transportation networks — such as higher tolls during peak travel times in cities, and peak fees for airplane takeoff and landing slots — and using the proceeds to lower other taxes would make citizens on average better off.",
Aaron Edlin,291,Berkeley,m,10,8,Strongly Agree,Strongly Agree,A tax on the carbon content of fuels would be a less expensive way to reduce carbon-dioxide emissions than would a collection of policies such as “corporate average fuel economy” requirements for automobiles.,Always better to be direct. So long as administration of a fuel tax is as easy as other indirect regulation it is better.
Aaron Edlin,292,Berkeley,m,10,8,Strongly Agree,Agree,"Question A: All else equal, making drugs illegal raises street prices for those drugs because suppliers require extra compensation for the risk of incarceration and other punishments.",Illegality leads to high prices and crime.
Aaron Edlin,293,Berkeley,m,10,5,Agree,Agree,Question B: The Netherlands restrictions on “soft drugs” combined with a moderate tax aimed at deterring their consumption would have lower social costs than continuing to prohibit use of those drugs as in the US. (Click here for a summary of the Netherlands restrictions.),The current regime of drug enforcement has unacceptably high cost in crime and prison
Aaron Edlin,294,Berkeley,m,7,6,Agree,Agree,"Question A: Credible assumptions for inflation, GDP growth and primary budget deficits in Italy imply that either the Debt-to-GDP ratio in Italy would increase sharply if Italian interest rates on 10-year government debt remained at the November 30 level of around 7 percent or Italy would lose access to the bond market.",Italy as a problem likely to get worse before it gets better.
Aaron Edlin,295,Berkeley,m,7,5,Agree,Uncertain,"Question B: Absent outside help to deal with runs, such as a pledge of fiscal support from Germany or an unlimited commitment by the ECB to buy bonds, there is no spending-and-tax plan Italy can announce that would be credible enough to hold its interest rates low enough to stabilize its Debt-to-GDP ratio.",Something big by way of a guarantee is the surest way to stability of italian bonds.
Aaron Edlin,296,Berkeley,m,9,8,Strongly Disagree,Strongly Disagree,There are no consequential distortions created by the tax preference that favors obtaining health insurance through employers.,"just to name one distortion, dental insurance is often bought when few employees would pay that much with their own money."
Aaron Edlin,297,Berkeley,m,NA,5,Did Not Answer,Disagree,"Federal mandates that government purchases should be “buy American” unless there are exceptional circumstances, such as in the American Recovery and Reinvestment Act of 2009, have a significant positive impact on U.S. manufacturing employment.",
Aaron Edlin,298,Berkeley,m,8,7,Disagree,Agree,"Question A: Eliminating tax deductions for non-investment personal interest expenses (e.g., on mortgages), with reductions in personal tax rates that are both budget neutral and keep the burden of taxes by income group the same, would lead to more efficient financing decisions by individuals.",Trick question. i object. financing could be less efficient-- it would bias to pay cash instead of borrowing. housing choice would be better
Aaron Edlin,299,Berkeley,m,6,7,Agree,Agree,"Question B: Reducing the deductibility of interest expenses for non-financial businesses to equalize the overall tax cost of debt and equity financing, while using the extra revenue to reduce personal and corporate tax rates in a budget neutral fashion that also keeps the burden of taxes the same, would lead to more efficient financing decisions by firms.",sounds like introducing a level playing field for debt and equity...what am I missing..different tax rates at individual level i suppose.
Aaron Edlin,300,Berkeley,m,10,8,Strongly Agree,Strongly Agree,"Question A: Unless they have inside information, very few investors, if any, can consistently make accurate predictions about whether the price of an individual stock will rise or fall on a given day.","Randomness is the best ex ante explanation of a given stock's movement on a given day.
-see background information here"
Aaron Edlin,301,Berkeley,m,10,7,Strongly Disagree,Disagree,"Question B: Plausible expectations of future dividends, discounted using a plausible risk-adjusted interest rate, explain well the level of stock prices for recently listed internet businesses in 1999.",Are we still arguing over whether the internet bubble was a bubble? I thought it was at the time and have never thought otherwise.
Aaron Edlin,302,Berkeley,m,8,6,Strongly Agree,Agree,The Chinese government pursues policies that keep the renminbi's exchange rate vis à vis the dollar lower than it would be if the currency floated without those policies.,"Everyone thinks so. Can everyone be wrong? Yes. But not every time, and not most of the time."
Aaron Edlin,303,Berkeley,m,6,6,Agree,Uncertain,"Public school students would receive a higher quality education if they all had the option of taking the government money (local, state, federal) currently being spent on their own education and turning that money into vouchers that they could use towards covering the costs of any private school or public school of their choice (e.g. charter schools).","On the plus side, incentives are better under vouchers. On the negative side, decision making might be in the hands of those with less info"
Aaron Edlin,304,Berkeley,m,7,8,Agree,Agree,"Question A: All else equal, permanently raising the federal marginal tax rate on ordinary income by 1 percentage point for those in the top (i.e., currently 35%) tax bracket would increase federal tax revenue over the next 10 years.",Labor elasticity should be less than 1 and might in fact go either way. Federal Revenue could be used in helpful ways.
Aaron Edlin,305,Berkeley,m,8,7,Disagree,Disagree,Question B: The cumulative budget shortfalls in the US over the next 10 years can be reduced by half (or more) purely by increasing the federal marginal tax rate on ordinary income for those in the top tax bracket.,"According to CBO estimates, maybe if rates go sky high. According to Gale and Auerbach, deficit far too big. links on my webpage.
-see background information here"
Aaron Edlin,306,Berkeley,m,9,4,Strongly Disagree,Disagree,"All else equal, the Fed's new plan to increase the maturity of its Treasury holdings will boost expected real GDP growth for calendar year 2012 by at least one percentage point.",One percent is a lot. Any effects will be smaller.
Abhijit Banerjee,1,MIT,m,NA,5,Did Not Answer,Uncertain,"Question A: Given the current state of the economy, the Federal Reserve should focus on keeping inflation low rather than trying to reduce unemployment.",
Abhijit Banerjee,2,MIT,m,NA,5,Did Not Answer,Uncertain,"Question B: Right now, if the Federal Reserve were to try to reduce unemployment, then inflation would rise noticeably.",
Abhijit Banerjee,3,MIT,m,NA,7,Did Not Answer,Disagree,Question C: Presidents should make public statements about Federal Reserve interest rate decisions.,
Abhijit Banerjee,4,MIT,m,NA,6,Did Not Answer,Agree,Question D: The Federal Reserve should always be able to make emergency loans to banks.,
Abhijit Banerjee,5,MIT,m,NA,5,Did Not Answer,Agree,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to lower aggregate medical debt among patients.",
Abhijit Banerjee,6,MIT,m,NA,5,Did Not Answer,Uncertain,Question B: Replacing the current US health insurance system as outlined in a) would lead to lower aggregate innovation in the pharmaceutical industry.,
Abhijit Banerjee,7,MIT,m,NA,5,Did Not Answer,Uncertain,Question C: Replacing the current US health insurance system as outlined in a) would improve health outcomes for the majority of the population.,
Abhijit Banerjee,8,MIT,m,NA,6,Did Not Answer,Agree,"Question A: Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population.",
Abhijit Banerjee,9,MIT,m,NA,5,Did Not Answer,Agree,Question B: Replacing the current US health insurance system as outlined in a) would lead to longer waiting times for healthcare for a meaningful subset of the population.,
Abhijit Banerjee,10,MIT,m,NA,4,Did Not Answer,Uncertain,"Question A: Following the UK election result, the certainty that the country is going to leave the European Union will provide a substantial short-term boost to the UK economy.",
Abhijit Banerjee,11,MIT,m,NA,5,Did Not Answer,Uncertain,Question B: The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.,
Abhijit Banerjee,12,MIT,m,4,5,Agree,Uncertain,A ban on very short-term loans at very high annualized interest rates (aka payday lending) would make most people who use or might use them better off.,
Abhijit Banerjee,13,MIT,m,7,5,Uncertain,Uncertain,"Question A: Under current policies on climate change, the associated physical risks (such as those arising from total seasonal rainfall and sea level changes, and increased frequency, severity, and correlation of extreme weather events) will be at most a very small factor in monetary policy decisions over the next decade.",
Abhijit Banerjee,14,MIT,m,6,5,Uncertain,Uncertain,Question B: The physical risks associated with climate change under current policies are likely to threaten financial stability over the next decade.,
Abhijit Banerjee,15,MIT,m,7,4,Uncertain,Uncertain,"Taking into account the revenues, consumer surplus, purchasing patterns by income, and possible consumer biases, state-run lotteries (such as Powerball and scratch-off games) increase social welfare.","I think people's preferences are often locally convex, so they may actually want lotteries. On the other hand probabilities are confusing"
Abhijit Banerjee,16,MIT,m,NA,7,Did Not Answer,Strongly Agree,Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.,
Abhijit Banerjee,17,MIT,m,NA,7,Did Not Answer,Agree,Question B: Randomized control trials are a valuable tool for making significant progress in poverty reduction.,
Abhijit Banerjee,18,MIT,m,7,6,Strongly Agree,Agree,Question A: Rising inequality is straining the health of liberal democracy.,
Abhijit Banerjee,19,MIT,m,7,5,Strongly Agree,Uncertain,Question B: Enacting more redistributive expenditures and policies would be likely to limit the rise of populism.,"They need to be designed with a sensitivity to what the pain points are, not what we assume they must be."
Abhijit Banerjee,20,MIT,m,7,5,Uncertain,Uncertain,"Question C:
Governments should allocate more resources to policies that would be likely to limit the rise of populism, even if it means higher public debt or lower public spending in other areas.",Depends on the choice of policies.
Abhijit Banerjee,21,MIT,m,7,6,Agree,Uncertain,Question A: Having companies run to maximize shareholder value creates significant negative externalities for workers and communities.,
Abhijit Banerjee,22,MIT,m,7,5,Uncertain,Uncertain,"Question B: Appropriately managed corporations could create significantly greater value than they currently do for a range of stakeholders – including workers, suppliers, customers and community members – with negligible impacts on shareholder value.",
Abhijit Banerjee,23,MIT,m,7,6,Uncertain,Disagree,Question C: Effective mechanisms for boards of directors to ensure that CEOs act in ways that balance the interests of all stakeholders would be straightforward to introduce.,
Abhijit Banerjee,24,MIT,m,7,5,Uncertain,Agree,"A substantial source of the value of decentralized private cryptocurrencies, such as Bitcoin, arises from their convenience for use in illegal activities.",Some part of it is probably also speculation.
Abhijit Banerjee,25,MIT,m,7,7,Strongly Agree,Agree,"Question A: In a case like the US women’s national soccer team where the revenues that they generate and their on-field performance both exceed those of the men’s team, there is no justification for lower pay.",
Abhijit Banerjee,26,MIT,m,7,5,Uncertain,Uncertain,Question B: Fining companies above a certain size that fail to provide the same remuneration to men and women employees performing comparable roles would be an effective way of closing the gender pay gap.,
Abhijit Banerjee,27,MIT,m,8,8,Strongly Disagree,Strongly Disagree,Question A: Mexico's persistent bilateral trade surplus with the United States implies that Mexico is following policies that keep the peso artificially weak against the US dollar.,
Abhijit Banerjee,28,MIT,m,7,7,Strongly Disagree,Strongly Disagree,"Question B: The existence of a multi-year trade deficit of Country A with Country B implies that B has successfully tilted the playing field in its favor in terms of such policies as tariffs, non-tariff barriers, and the exchange rate between them.",
Abhijit Banerjee,29,MIT,m,NA,7,Did Not Answer,Agree,Question A: The first required class for undergraduate economics majors at my university accurately reflects the way that economists think about a range of economics problems.,
Abhijit Banerjee,30,MIT,m,NA,5,Did Not Answer,Uncertain,Question B: The first required class for undergraduate economics majors at my university addresses the most pressing economic issues in the US.,
Abhijit Banerjee,31,MIT,m,7,6,Uncertain,Agree,Question A: The incidence of the latest round of US import tariffs is likely to fall primarily on American households.,
Abhijit Banerjee,32,MIT,m,5,5,Agree,Agree,Question B: The impact of the tariffs – and any Chinese countermeasures – on US prices and employment is likely to be felt most heavily by lower income groups and regions.,
Abhijit Banerjee,33,MIT,m,6,8,Agree,Strongly Agree,Selecting candidates for membership of the Federal Open Market Committee (FOMC) based primarily on their political views would lead to worse monetary policy outcomes than has been the case over the last 15 years.,
Abhijit Banerjee,34,MIT,m,7,6,Agree,Agree,Question A: The admission of children of alumni and donors at elite private colleges and universities crowds out applicants with greater academic potential.,
Abhijit Banerjee,35,MIT,m,6,5,Agree,Uncertain,Question B: The net effect of admitting children of alumni and donors (including any impact on donations and any losses of other high potential applicants) is likely to be a reduction in the contribution of colleges and universities to society.,
Abhijit Banerjee,36,MIT,m,6,5,Uncertain,Agree,Question A: Senator Warren’s proposed wealth tax would be much more difficult to enforce than existing federal taxes because of difficulties of valuation and the ways by which the wealthy can under-report their true wealth.,"It will be more difficult to implement, but much more? There will be a one-time investment in learning, closing loopholes."
Abhijit Banerjee,37,MIT,m,7,5,Agree,Agree,"Question B: If successfully enforced, Senator Warren’s proposed wealth tax would substantially decrease the share of wealth going to the top 0.1% of wealth-holders after 20 years.",
Abhijit Banerjee,38,MIT,m,7,5,Disagree,Uncertain,"Question C: A public policy goal that could be accomplished with a well-enforced wealth tax could be equally accomplished with modifications to existing federal taxes – for example, revising the estate tax and/or capital gains tax.",
Abhijit Banerjee,39,MIT,m,5,5,Uncertain,Disagree,Question A: Forcing Amazon to divest Whole Foods now would be in the public interest.,
Abhijit Banerjee,40,MIT,m,6,5,Uncertain,Uncertain,Question B: Acquisitions by large tech platforms where there are risks of anti-competitive effects like those posed by Amazon’s acquisition of Whole Foods should not be permitted.,
Abhijit Banerjee,41,MIT,m,6,5,Agree,Disagree,"Question C: Large tech platforms, such as Amazon Marketplace and Google Search, should be designated as ‘platform utilities' and broken apart from any participant on that platform.",
Abhijit Banerjee,42,MIT,m,NA,8,Did Not Answer,Strongly Disagree,Question A: Countries that borrow in their own currency should not worry about government deficits because they can always create money to finance their debt.,
Abhijit Banerjee,43,MIT,m,NA,8,Did Not Answer,Strongly Disagree,Question B: Countries that borrow in their own currency can finance as much real government spending as they want by creating money.,
Abhijit Banerjee,44,MIT,m,6,5,Uncertain,Uncertain,"Question A: When local governments compete by offering subsidies to a firm that is willing to relocate, and shopping across multiple alternative areas, the firm typically captures most of value that is created via the relocation.",Hard to imagine that there is a general rule here: there must be specific features of locations that firms value a lot in some cases
Abhijit Banerjee,45,MIT,m,6,4,Agree,Uncertain,Question B: A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,
Abhijit Banerjee,46,MIT,m,7,7,Strongly Disagree,Disagree,"It is best for society if the management of U.S. publicly traded corporations only considers the impact of their decisions on customers, employees, and community members to the extent that these impacts feedback to impact shareholder wealth.",
Abhijit Banerjee,47,MIT,m,NA,8,Did Not Answer,Strongly Agree,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks.",
Abhijit Banerjee,48,MIT,m,8,6,Strongly Agree,Disagree,"Raising the top federal marginal tax on earned personal income to 70% (and holding the rest of the current tax code, including the top bracket definition, fixed) would raise substantially more revenue (federal and state, combined) without lowering economic activity.",
Abhijit Banerjee,49,MIT,m,8,7,Uncertain,Agree,"Rather than using second-round runoffs to settle elections in which no candidate wins a first-round majority, it would be better to use ranked-choice voting (as in the state of Maine) in which voters are encouraged to rank all of the candidates.",Both are manipulable but they each have different properties
Abhijit Banerjee,50,MIT,m,7,6,Agree,Agree,"The US spends roughly 17% of GDP on healthcare, according to the OECD; most European countries spend less than 12% of GDP.

Higher quality-adjusted US healthcare prices contribute relatively more to the extra US spending than does the combination of higher quantity and quality of US care (interpreting quantity and quality to reflect both greater American healthcare needs due to underlying population health and the delivery of more or better healthcare services to Americans).",
Abhijit Banerjee,51,MIT,m,7,7,Disagree,Agree,"Question A: Considering a broad range of costs and benefits is a better tool for guiding climate policy than setting temperature limits (such as 1.5 °C , eg) based on expected links between temperature increases and the extent of environmental harm.",Its too late and too hard to build s consensus around something more complicated
Abhijit Banerjee,52,MIT,m,6,6,Uncertain,Agree,Question B: Carbon taxes are a better way to implement climate policy than cap-and-trade.,
Abhijit Banerjee,53,MIT,m,6,6,Disagree,Agree,"Ideas are nonrival, so increasing returns to scale is an essential feature of technological change in a market economy.",
Abhijit Banerjee,54,MIT,m,6,5,Disagree,Uncertain,"If a small number of firms have a large combined market share in a properly defined market, it is strong evidence that those firms have substantial market power.",
Abhijit Banerjee,55,MIT,m,7,6,Agree,Agree,"Question A: Capping the number of ride-sharing drivers as is being discussed in New York City, Chicago and London will make the average resident in that city worse off.",
Abhijit Banerjee,56,MIT,m,7,7,Strongly Agree,Strongly Agree,"Question B: To achieve a given level of congestion, it would be better to use taxes for driving that vary based on the level of congestion, rather than limiting the number of ride-sharing vehicles.",
