Name,Question,Institution,gender,Confidence,Medianconf,Vote,Median,Qtext,Comment
Charles Wyplosz,5,The Graduate Institute Geneva,m,8,6,Strongly Agree,Agree,Question B: Carbon taxes are a better way to implement climate policy than cap-and-trade.,Carbon tax does the right thing (if set on a correct rising schedule) and brings money. Cap and trade can be manipulated.
Charles Wyplosz,6,The Graduate Institute Geneva,m,5,5,Uncertain,Uncertain,Question C: A carbon border tax targeting imports from non-EU countries with less strict climate policies is likely to harm developing economies.,"It will hurt countries that do not adopt climate change policies, whether rich or poor. It has good incentives property."
Charles Wyplosz,7,The Graduate Institute Geneva,m,7,7,Agree,Disagree,"Question A: Following the UK election result, the certainty that the country is going to leave the European Union will provide a substantial short-term boost to the UK economy.",Some uncertainty is removed but the trade agreement remains to be negociated
Charles Wyplosz,8,The Graduate Institute Geneva,m,7,7,Agree,Agree,"Question B: Given that the transition period currently expires at the end of 2020, there is still a considerable risk that the UK will leave the European Union without a trade agreement.",Wishful silver lining? It could lead to Britain remaining de facto in the EU.
Charles Wyplosz,9,The Graduate Institute Geneva,m,8,7,Strongly Agree,Agree,Question C: Leaving the European Union without a trade agreement would have a large negative impact on the UK economy.,WTO rules would cripple significant segments of the British economy.
Charles Wyplosz,10,The Graduate Institute Geneva,m,4,6,Agree,Uncertain,"Question A: Under current policies on climate change, the associated physical risks (such as those arising from total seasonal rainfall and sea level changes, and increased frequency, severity, and correlation of extreme weather events) will be at most a very small factor in monetary policy decisions over the next decade.","For monetary policy stricto sensu, the principle is one instrument-one objective. Going beyond would open a Pandora box."
Charles Wyplosz,11,The Graduate Institute Geneva,m,6,6,Agree,Uncertain,Question B: The physical risks associated with climate change under current policies are likely to threaten financial stability over the next decade.,
Charles Wyplosz,12,The Graduate Institute Geneva,m,4,5,Uncertain,Uncertain,"Question A: Europeans would benefit more from an extra €1 billion of public R&D spent through existing (public) channels than from an extra €1 billion of private R&D spent through existing (private) channels, all else equal.","It depends on what public ""investment"" consists of, even with negative interest rates"
Charles Wyplosz,13,The Graduate Institute Geneva,m,3,5,Uncertain,Uncertain,"Question B: Europeans would benefit more from an extra €1 billion of public medical research spent through existing (public) channels than from an extra €1 billion of private medical research spent through existing (private) channels, all else equal.",I have no idea of the ROI of each channel
Charles Wyplosz,14,The Graduate Institute Geneva,m,5,7,Strongly Agree,Agree,Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.,Well settled technology
Charles Wyplosz,15,The Graduate Institute Geneva,m,5,7,Strongly Agree,Agree,Question B: Randomized control trials are a valuable tool for making significant progress in poverty reduction.,
Charles Wyplosz,16,The Graduate Institute Geneva,m,1,7,Uncertain,Uncertain,Question A: Having companies run to maximize shareholder value creates significant negative externalities for workers and communities.,
Charles Wyplosz,17,The Graduate Institute Geneva,m,1,6,Agree,Uncertain,"Question B: Appropriately managed corporations could create significantly greater value than they currently do for a range of stakeholders – including workers, suppliers, customers and community members – with small impacts on shareholder value.",
Charles Wyplosz,18,The Graduate Institute Geneva,m,1,6,Agree,Disagree,"Question C:
Effective mechanisms for boards of directors to ensure that CEOs act in ways that balance the interests of all stakeholders would be straightforward to introduce.",
Charles Wyplosz,19,The Graduate Institute Geneva,m,4,7,Agree,Agree,Question A: Rising inequality is straining the health of liberal democracy.,"It's one factor, among several."
Charles Wyplosz,20,The Graduate Institute Geneva,m,4,7,Uncertain,Uncertain,Question B: Enacting more redistributive expenditures and policies would be likely to limit the rise of populism in Europe.,Much is done in France and yet we had the Yellow Vests.
Charles Wyplosz,21,The Graduate Institute Geneva,m,3,7,Disagree,Agree,"Question C: European governments should allocate more resources to policies that would be likely to limit the rise of populism in Europe, even if it means higher public debt or lower public spending in other areas.",This could and should be done without increasing deficits.
Charles Wyplosz,22,The Graduate Institute Geneva,m,8,7,Agree,Uncertain,"Question A: At this point, there is little that the European Central Bank can do to increase or maintain output in the Eurozone.",A few basis points won't make a difference and liquidity is not an issue now.
Charles Wyplosz,23,The Graduate Institute Geneva,m,8,7,Strongly Agree,Agree,"Question B: When the economy is operating below its potential, larger fiscal deficits are likely to increase demand and output.",The literature is now wide and converging.
Charles Wyplosz,24,The Graduate Institute Geneva,m,9,7,Agree,Uncertain,"Question C: When the economy is operating below its potential and monetary policy is at the effective lower bound, fiscal policy should prioritize increasing output over decreasing public debt.","Fiscal space is determined by policy institutions, more than the existing gross debt: fiscal councils central bank lending in last resort."
Charles Wyplosz,25,The Graduate Institute Geneva,m,9,8,Strongly Agree,Agree,Question A: Selecting candidates for membership of the ECB Executive Board based primarily on nationality ahead of competence is likely to have a negative effect on the quality of monetary policy in the Eurozone.,
Charles Wyplosz,26,The Graduate Institute Geneva,m,10,8,Strongly Agree,Agree,"Question B: Although the central bank can never be an entirely technocratic institution, the selection process for the ECB President and members of the Executive Board is significantly worsened by intergovernmental trade-offs involving appointments to other European institutions.",
Charles Wyplosz,27,The Graduate Institute Geneva,m,1,5,Uncertain,Disagree,"On bids for infrastructure projects, the average European would be better off if Europe’s governments favored European firms over Chinese firms (or firms from any other country with non-profit-related geopolitical strategies) — even if it means sometimes choosing a higher-cost bidder.",
Charles Wyplosz,28,The Graduate Institute Geneva,m,9,8,Strongly Agree,Agree,Question A: Breaking the “doom loop” — a negative spiral that can result when banks hold sovereign bonds and governments bail out banks — would increase the stability of European economies in the event of another financial crisis.,I'm not aware of any argument to the contrary.
Charles Wyplosz,29,The Graduate Institute Geneva,m,9,8,Strongly Agree,Agree,Question B: Regulators should try to break the doom loop by assigning positive risk weights — in calculating banks’ capital requirements — to banks’ holdings of domestic and other Eurozone sovereign bonds.,"Yet, determining the weights could be tricky. There are alternative solutions."
Charles Wyplosz,30,The Graduate Institute Geneva,m,9,8,Agree,Uncertain,Question C: Breaking the doom loop would impose substantial costs on powerful political constituencies.,That's why it hasn't happened!
Charles Wyplosz,31,The Graduate Institute Geneva,m,3,5,Agree,Disagree,"Residents of big European cities would be better off, on balance, if governments did more to counter gentrification, for example by using rent and other housing subsidies, public housing investments, zoning regulations, or similar policies.",
Charles Wyplosz,32,The Graduate Institute Geneva,m,9,8,Agree,Agree,"Question A: A common European deposit insurance scheme, once fully implemented, would increase the stability of European economies in the event of another financial crisis.",Helps break the doom loop
Charles Wyplosz,33,The Graduate Institute Geneva,m,8,8,Disagree,Strongly Disagree,"Question B: A common European deposit insurance scheme, once fully implemented, would increase the likelihood of another financial crisis in Europe.",Regulation and supervision needs to be strong
Charles Wyplosz,34,The Graduate Institute Geneva,m,NA,5,No Opinion,Uncertain,"Question A: Overall, public spending on the arts in Europe creates benefits that exceed the deadweight loss caused by taxation to fund it.",
Charles Wyplosz,35,The Graduate Institute Geneva,m,NA,5,No Opinion,Uncertain,Question B: Additional public spending on the arts in Europe would create incremental benefits that exceed the deadweight loss caused by taxation to fund it.,
Charles Wyplosz,36,The Graduate Institute Geneva,m,3,7,Strongly Disagree,Disagree,"Question A: The average European is better off if Europe’s competition authorities let firms merge into European champions in their sectors, even it weakens competition.",A long-discredited idea that makes a come back
Charles Wyplosz,37,The Graduate Institute Geneva,m,1,6,Disagree,Disagree,"Question B: If China and other countries use policies that create giant international firms, then the average European is better off if Europe's competition authorities let firms merge into European champions in their sectors, even it weakens competition.",
Charles Wyplosz,38,The Graduate Institute Geneva,m,2,5,Agree,Uncertain,Question A: Letting publicly traded European firms report earnings annually rather than quarterly would lead their executives to place more weight on long-term issues in their investments and other decisions.,
Charles Wyplosz,39,The Graduate Institute Geneva,m,3,5,Agree,Uncertain,"Question B: A switch from quarterly to annual earnings reports would, on net, benefit shareholders of European firms.",
Charles Wyplosz,40,The Graduate Institute Geneva,m,1,5,Uncertain,Disagree,"Question A: To the extent that public corporations pursue social and environmental initiatives, they tend to achieve higher risk-adjusted (private) returns than otherwise similar corporations that pursue such initiatives less.",This assumes that: 1) They are efficiently run; 2) Their choices do reflect social preferences.
Charles Wyplosz,41,The Graduate Institute Geneva,m,1,5,Uncertain,Agree,Question B: To the extent that Norway’s global government pension fund makes investments for social and environmental objectives — apart from investments that would bring the highest expected risk-adjusted returns — it improves the welfare of Norwegians.,"With fungible financial resources, does it make a difference behind good conscience? Is good conscience in the welfare function?"
Charles Wyplosz,42,The Graduate Institute Geneva,m,1,6,Uncertain,Uncertain,Question A: The fiscal rules of the European Union should give more flexibility to member countries.,"My long-held view is that fiscal discipline is a national prerogative, which is why the pact always fails when needed."
Charles Wyplosz,43,The Graduate Institute Geneva,m,1,7,Strongly Disagree,Agree,Question B: The Italian budget for 2019 that the European Commission rejected in October would have increased Italy’s risk of fiscal insolvency substantially.,A few basis points don't matter for a debt that stands at 130% of GDP. The problem is about unfunded liabilities.
Charles Wyplosz,44,The Graduate Institute Geneva,m,1,6,Strongly Disagree,Disagree,"Question C: If France runs a 2019 budget deficit of around 3.4% of GDP, as announced by President Macron’s government, France’s risk of fiscal insolvency will increase substantially.",Same observation as for Italy.
Charles Wyplosz,45,The Graduate Institute Geneva,m,3,7,Agree,Uncertain,"Question A: Capping the number of ride-sharing drivers as is being discussed in New York City, Chicago and London will make the average resident in that city worse off.","Some (those who don't use ride-sharing will benefit, others will lose."
Charles Wyplosz,46,The Graduate Institute Geneva,m,4,8,Agree,Agree,"Question B:
To achieve a given level of congestion, it would be better to use taxes for driving that vary based on the level of congestion, rather than limiting the number of ride-sharing vehicles.",Can it be done well?
Charles Wyplosz,47,The Graduate Institute Geneva,m,5,6,Agree,Uncertain,People who migrated to Europe between 2015 and 2018 are likely — over the next two decades — to contribute more in taxes paid than they receive in benefits and public services.,
Charles Wyplosz,48,The Graduate Institute Geneva,m,7,7,Agree,Agree,"Ideas are nonrival, so increasing returns to scale is an essential feature of technological change in a market economy.",
Charles Wyplosz,49,The Graduate Institute Geneva,m,1,7,Agree,Agree,Voters overestimate the effect that current governments have on their economies’ concurrent economic performance.,"In general, governments take small steps. But at crisis time, management capability is crucial. And in good time, silly governments..."
Charles Wyplosz,50,The Graduate Institute Geneva,m,NA,5,No Opinion,Disagree,"Over the next decade, autonomous cars will raise average welfare in the EU by at least as much as smartphones have over the past decade.",
Charles Wyplosz,51,The Graduate Institute Geneva,m,1,8,Strongly Agree,Agree,"Britain’s Labour party recently proposed giving the Bank of England a target of 3% annual labor productivity growth. Consider the following statement:
Central banks cannot significantly increase productivity growth over a ten year horizon, except perhaps by promoting macroeconomic stability.",Myriads of attempts to use central banks to boost growth have ended up in failure. Why can't people learn from the past?
Charles Wyplosz,52,The Graduate Institute Geneva,m,NA,5,No Opinion,Uncertain,"Question A: The European Commission has proposed new rules to ensure that “digital business activities are taxed in a fair and growth-friendly way in the EU”. Consider two statements regarding this proposal:
An EU-wide 3% tax on revenue from digital activities would, on balance, be a good idea.",
Charles Wyplosz,53,The Graduate Institute Geneva,m,NA,5,No Opinion,Uncertain,"Question B:
If the EU decides to tax digital service providers, it would be better — given the difficulties of measuring and verifying digital activity — to tax them on the revenue, rather than the profits, that they generate locally.",
Charles Wyplosz,54,The Graduate Institute Geneva,m,2,6,Uncertain,Strongly Disagree,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets.",Anti-trust is pro-competition but its use can be distorted for protectionist aims.
Charles Wyplosz,55,The Graduate Institute Geneva,m,10,8,Strongly Agree,Agree,"Question A: Trade with China makes most Europeans better off because, among other advantages, they can buy goods that are made or assembled more cheaply in China.",No brainer
Charles Wyplosz,56,The Graduate Institute Geneva,m,9,7,Strongly Agree,Agree,"Question B: Some Europeans who work in the production of competing goods, such as clothing and furniture, are made worse off by trade with China.",
Charles Wyplosz,57,The Graduate Institute Geneva,m,10,7,Strongly Disagree,Strongly Disagree,"Question C: If the EU followed the new US steel tariffs by imposing similar EU tariffs on steel from China, it would improve Europeans’ welfare.",China would retaliate. It would worsen the trend toward global protectionism.
Charles Wyplosz,58,The Graduate Institute Geneva,m,9,6,Strongly Disagree,Uncertain,"Question A: Assuming it exits its third bailout program this summer without an immediate restructuring or other debt relief, Greece is unlikely to default on its sovereign debt in the coming decade.",Most serious studies find that the Greek debt is unlikely to be sustainable.
Charles Wyplosz,59,The Graduate Institute Geneva,m,8,7,Strongly Disagree,Disagree,Question B: Greece would be better off if it had decided to exit the euro between 2011 and 2015.,"You don't exit the euro for a few years and then come back. If you exit, you're out, maybe better off in the medium run."
Charles Wyplosz,60,The Graduate Institute Geneva,m,9,7,Strongly Agree,Agree,"Question C: If Greece had defaulted on (or restructured) its private debt in 2010, while also staying within the euro, that combination would have been better for Greece than either exiting the euro or proceeding as it has actually done.","Barry Eichengreen and I tell the story, see the URL.
-see background information here"
Charles Wyplosz,61,The Graduate Institute Geneva,m,5,7,Disagree,Disagree,Question A: Bitcoins are more similar to gold than they are to currency.,"Bitcoins are a parallel currency, with no intrinsic value, very different from gold. But the supply is limited, like gold."
Charles Wyplosz,62,The Graduate Institute Geneva,m,5,6,Disagree,Disagree,Question B: Bitcoins are more similar to gold than they are to Dutch tulips in the 1630s.,"Tulips were subject to a bubble, which also applies to bitcoins, and occasionally to gold."
Charles Wyplosz,63,The Graduate Institute Geneva,m,NA,6,No Opinion,Uncertain,"The US spends roughly 17% of GDP on healthcare, according to the OECD; most European countries spend less than 12% of GDP.

Higher quality-adjusted US healthcare prices contribute relatively more to the extra US spending than does the combination of higher quantity and quality of US care (interpreting quantity and quality to reflect both greater American healthcare needs due to underlying population health and the delivery of more or better healthcare services to Americans).",
Charles Wyplosz,64,The Graduate Institute Geneva,m,NA,7,Did Not Answer,Agree,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",
Charles Wyplosz,65,The Graduate Institute Geneva,m,1,6,Agree,Disagree,"Question A: Holding other policies fixed, the average European would be better off if every European country taxed corporate profits at a rate of 20% (based as closely as possible on a common definition of profits).",Yes but the implied loss of tax revenue should be compensated by either less distortionary taxes or by inefficient spending cuts.
Charles Wyplosz,66,The Graduate Institute Geneva,m,4,6,Uncertain,Strongly Disagree,"Question B: If other policies were held fixed and every European country taxed corporate profits at a common rate of 20%, then reducing that common rate substantially below 20% would make the average European better off.",It may be difficult to make up for too large revenue losses.
Charles Wyplosz,67,The Graduate Institute Geneva,m,2,5,Disagree,Uncertain,"Question A: All else equal, if corporations throughout Europe set quotas for a minimum number of women board members, the shareholder value of European companies would increase.","Diversity is good, but not sure that the impact will be significant."
Charles Wyplosz,68,The Graduate Institute Geneva,m,3,5,Agree,Uncertain,"Question B: Taking into account the likely effects on investments in human capital by men and women, setting quotas throughout Europe for a minimum number of women board members would generate substantial net benefits for Europeans.","In the long run, removing discrimination can only be good. But how good?"
Charles Wyplosz,69,The Graduate Institute Geneva,m,4,6,Disagree,Disagree,"Question A: Subsidizing renewable energy sources is better than taxing fossil fuels, assuming the subsidy or tax would be set at levels that would reduce carbon emissions by an equivalent amount.","These are equivalent measures, except that the first one raises the tax burden while the second one reduces it ceteris paribus."
Charles Wyplosz,70,The Graduate Institute Geneva,m,5,5,Disagree,Disagree,Question B: Germany’s solar-energy subsidies to date have produced net social benefits for Germany.,
Charles Wyplosz,71,The Graduate Institute Geneva,m,3,5,Agree,Uncertain,Question C: Solar-energy subsidies to date in Germany and other countries have produced net social benefits for the world.,The rest of the world stands to benefit from less toxic emissions in Germany at German taxpayer's expense.
Charles Wyplosz,72,The Graduate Institute Geneva,m,NA,8,No Opinion,Agree,"Insights from psychology about individual behavior – examples of which include limited rationality, low self-control, or a taste for fairness – predict several important types of observed market outcomes that fully-rational economic models do not.",I don't know enough
Charles Wyplosz,73,The Graduate Institute Geneva,m,8,6,Strongly Agree,Uncertain,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,"This is a big plus given a sharply negative natural demography, but... Absorbing this population will be long and costly."
Charles Wyplosz,74,The Graduate Institute Geneva,m,5,6,Disagree,Uncertain,"Question A: Holding labor market institutions and job training fixed, rising use of robots and artificial intelligence is likely to increase substantially the number of workers in advanced countries who are unemployed for long periods.",
Charles Wyplosz,75,The Graduate Institute Geneva,m,6,6,Agree,Agree,Question B: Rising use of robots and artificial intelligence in advanced countries is likely to create benefits large enough that they could be used to compensate those workers who are substantially negatively affected for their lost wages.,
Charles Wyplosz,76,The Graduate Institute Geneva,m,3,6,Disagree,Uncertain,"Question A: Consumers will be better off, on balance, if European cities treat firms that provide ride-sharing platforms (such as Uber) as substantively different from taxi firms, and thus not necessarily warranting the same regulation.",
Charles Wyplosz,77,The Graduate Institute Geneva,m,6,7,Agree,Agree,"Question B: Assuming that taxi and ride-sharing companies were treated as substantively similar — including requirements that they operate on an equal footing regarding safety, insurance and taxation — letting ride-sharing services compete without restrictions on prices or routes would raise consumer welfare.",
Charles Wyplosz,78,The Graduate Institute Geneva,m,9,7,Strongly Agree,Agree,"Question C: Regardless of how ride-sharing services are treated, existing regulations for traditional taxi firms in many European cities harm consumers by limiting competition.",
Charles Wyplosz,79,The Graduate Institute Geneva,m,8,7,Disagree,Agree,"Question A: Revising France’s labor market policies — by reducing employment protection, decentralizing labor negotiations to the firm level, and making training programs more accessible and responsive to labor demands — would, all else equal, increase productivity in France’s economy.",So far high direct and indirect labor costs have forced firms to achieve very high labor productivity through saving on employment.
Charles Wyplosz,80,The Graduate Institute Geneva,m,1,7,Strongly Agree,Agree,Question B: Reducing employment protection would reduce the equilibrium unemployment rate in France.,No brainer
Charles Wyplosz,81,The Graduate Institute Geneva,m,6,7,Agree,Agree,Question A: The ECB's asset purchases over the past two years have reduced the threat of deflation in the euro area as a whole.,"This is what comes from empirical studies, but SD are often large."
Charles Wyplosz,82,The Graduate Institute Geneva,m,3,6,Uncertain,Uncertain,"Question B: If the economic outlook in the euro area becomes less favorable, then increasing the ECB's asset purchase program (in size or duration) would substantially increase the euro area's economic growth over the following five years.",Available assets are getting scarce.
Charles Wyplosz,83,The Graduate Institute Geneva,m,9,9,Strongly Agree,Strongly Agree,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks.",
Charles Wyplosz,84,The Graduate Institute Geneva,m,1,7,Uncertain,Agree,"Question A: Without changes in policy, a rising share of people who are over age 65 will exert a substantial downward influence on per capita real GDP in western European countries.","Mechanically, this seems true on both the demand and supply side. But many things may go in the other direction."
Charles Wyplosz,85,The Graduate Institute Geneva,m,7,8,Strongly Agree,Agree,"Question B: In European countries where the share of those over 65 is rising, there are net social benefits to adjusting retirement ages for state-financed (including pay-as-you-go) pension systems upwards, so that revised retirement ages better reflect longer life expectancies.",Either this or reduced pensions.
Charles Wyplosz,86,The Graduate Institute Geneva,m,5,7,Agree,Agree,"Question A: All else equal, there are substantial advantages to having much of Europe’s human capital and infrastructure for international financial activity clustered in a single city, as they are at present in London.",We need to balance the benefits from local networks with the consequences of Brexit.
Charles Wyplosz,87,The Graduate Institute Geneva,m,9,7,Strongly Agree,Agree,"Question B: All else equal, Britain’s rules on hiring, firing and working hours are significantly more conducive to financial activity than those in other large European countries.",One should add the prejudices against finance and wealth that permeate the continent.
Charles Wyplosz,88,The Graduate Institute Geneva,m,7,7,Agree,Agree,"Question A: Setting the EU rules aside, and assuming it would take 2.5% of Italy’s GDP to recapitalize its banks, the Italian government would improve financial stability in Europe if it injected this amount of public funds into its banks.","A number of Italian banks need to be recapitalized. If it cannot be done otherwise, the government must step in."
Charles Wyplosz,89,The Graduate Institute Geneva,m,9,8,Strongly Agree,Agree,"Question B: If Italy were to inject public funds into its banks without imposing losses on at least some claimants, an important cost would be the effect on future incentives (economic or political) in Europe.",We have adopted bail-in rules. Ditching them aside would indeed send a terrible signal. But the rules need to be better thought through.
Charles Wyplosz,90,The Graduate Institute Geneva,m,9,8,Strongly Agree,Strongly Agree,"On the whole, the shift from state to private ownership of many industrial assets in central and eastern European countries after communism has increased productivity in those countries.","With rare exceptions, firms were highly inefficient beforehand. In some countries, private firms remain uncompetitive because of corruption."
Charles Wyplosz,91,The Graduate Institute Geneva,m,8,8,Strongly Agree,Agree,Question A: Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,You see European people everywhere at work or in retirement.
Charles Wyplosz,92,The Graduate Institute Geneva,m,4,6,Uncertain,Disagree,Question B: Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,I can't remember studies on that issue. My intuition is that low skilled workers moved to services where they benefit from complementarities
Charles Wyplosz,93,The Graduate Institute Geneva,m,9,8,Strongly Agree,Strongly Agree,Question A: Freer movement of goods and services across borders within Europe has made the average western European citizen better off since the 1980s.,"Much evidence on more competition, economies of scale and of scope."
Charles Wyplosz,94,The Graduate Institute Geneva,m,7,7,Agree,Disagree,Question B: Freer movement of goods and services across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Usual RIcardian redistribution as many firms have closed down. Many people recovered but some did not.
Charles Wyplosz,95,The Graduate Institute Geneva,m,10,8,Strongly Agree,Strongly Agree,"In general, using more congestion charges in crowded transportation networks — such as higher tolls during peak travel times in cities, and peak fees for airplane takeoff and landing slots — and using the proceeds to lower other taxes would make citizens on average better off.","""On average"" is crucial because these measures have income redistribution effects that hurt some and benefit others."
Charles Wyplosz,96,The Graduate Institute Geneva,m,9,6,Agree,Uncertain,Question A: Giving tax incentives to specific firms to locate operations in a country typically generates domestic benefits that outweigh the costs to the country providing the incentives.,Ireland says it all.
Charles Wyplosz,97,The Graduate Institute Geneva,m,9,7,Agree,Disagree,Question B: Europe as a whole benefits when European cities or countries compete with each other by giving tax incentives to firms to locate operations in their jurisdictions.,"Tax competition is a Nash game that stands to hurt every one. But, gIven high tax rates in Europe, tax competition keeps the lid on."
Charles Wyplosz,98,The Graduate Institute Geneva,m,4,8,Agree,Agree,"Question A: Because of the Brexit vote's outcome, the UK's real per-capita income level is likely to be lower a decade from now than it would have been otherwise.","We do not know yet what will be the outcome of the negotiations. If Brexit occurs and is messed up, then it will hurt the UK."
Charles Wyplosz,99,The Graduate Institute Geneva,m,4,7,Disagree,Agree,"Question B: Because of the Brexit vote's outcome, the rest of the EU's real per-capita income level is likely to be lower a decade from now than it would have been otherwise.","The UK is not that important for the EU for trade. What matters is that the UK was a reasonable voice among often confused leaders.
-see background information here"
Christian Leuz,1,Chicago Booth,m,4,7,Agree,Agree,"Question A: Germany's current account surplus is undesirable even from a purely German viewpoint: the country would be better off if, for example, it ran a smaller primary surplus, in turn leading to a smaller current account surplus.","Depends on sources of surplus for which no consensus. Yet agree GER should spend more on public R&D, incentives for private inv. &tax reform
-see background information here"
Christian Leuz,2,Chicago Booth,m,4,7,Agree,Agree,"Question B: The Eurozone would be in better shape if fiscal policy were more expansionary, which would allow monetary policy to be slightly less so.","Again, depends on what money is spend on. Structural reform. Neg rates do not seem to work. In US, subsidies to banks seem to work better
-see background information here"
Christian Leuz,3,Chicago Booth,m,5,8,Agree,Agree,"Question C: If there is a recession in the Eurozone, it will be essential to have a coordinated fiscal expansion.",
Christian Leuz,4,Chicago Booth,m,2,5,Uncertain,Disagree,Question A: The European Union goal of reaching net zero emissions of greenhouse gases by 2050 will be a major drag on economic growth.,Likely a drag but hard to know how large. Goals have consequences for competitiveness & require large investments.
Christian Leuz,5,Chicago Booth,m,3,6,Agree,Agree,Question B: Carbon taxes are a better way to implement climate policy than cap-and-trade.,"Tax has some advantages (link), but no clear dominance. Cap&trade may be politically easier to implement. Either one better than status quo.
-see background information here"
Christian Leuz,6,Chicago Booth,m,5,5,Agree,Uncertain,Question C: A carbon border tax targeting imports from non-EU countries with less strict climate policies is likely to harm developing economies.,It hurts exports of some countries with high carbon use in production but could complement policies in EU if we lack global solution.
Christian Leuz,7,Chicago Booth,m,4,7,Agree,Disagree,"Question A: Following the UK election result, the certainty that the country is going to leave the European Union will provide a substantial short-term boost to the UK economy.","Uncertainty resolution is positive, but it made Brexit near certainty. So bump might not be large. Still huge uncertainty about trade deal."
Christian Leuz,8,Chicago Booth,m,5,7,Agree,Agree,"Question B: Given that the transition period currently expires at the end of 2020, there is still a considerable risk that the UK will leave the European Union without a trade agreement.",Especially if BJ introduces bill that prevents extension beyond 2020.
Christian Leuz,9,Chicago Booth,m,4,7,Agree,Agree,Question C: Leaving the European Union without a trade agreement would have a large negative impact on the UK economy.,"BoJo aims for Canada-style FTA w/o alignment, so services not covered. Thus, even w/ such trade agreement likely negative impact from Brexit"
Christian Leuz,10,Chicago Booth,m,2,6,Uncertain,Uncertain,"Question A: Under current policies on climate change, the associated physical risks (such as those arising from total seasonal rainfall and sea level changes, and increased frequency, severity, and correlation of extreme weather events) will be at most a very small factor in monetary policy decisions over the next decade.","Climate change can certainly create supply shocks that are relevant to monetary policy. Hard to know how large these shocks might be.
-see background information here"
Christian Leuz,11,Chicago Booth,m,2,6,Uncertain,Uncertain,Question B: The physical risks associated with climate change under current policies are likely to threaten financial stability over the next decade.,Agree climate change can pose systemic risks. But don't know how likely. There are huge time lags in (nonlinear) physical climate responses.
Christian Leuz,12,Chicago Booth,m,4,5,Uncertain,Uncertain,"Question A: Europeans would benefit more from an extra €1 billion of public R&D spent through existing (public) channels than from an extra €1 billion of private R&D spent through existing (private) channels, all else equal.","Key Q: Is public RD complement or substitute? Evidence weakly favors former, esp @ higher aggregation & more general invstm. Not conclusive.
-see background information here
-see background information here"
Christian Leuz,13,Chicago Booth,m,4,5,Uncertain,Uncertain,"Question B: Europeans would benefit more from an extra €1 billion of public medical research spent through existing (public) channels than from an extra €1 billion of private medical research spent through existing (private) channels, all else equal.","Again, evidence tends to favor complementarity, but difficult to measure. Complementarity appears stronger for basic research.
-see background information here
-see background information here"
Christian Leuz,14,Chicago Booth,m,7,7,Agree,Agree,Question A: Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.,Clearly an important tool not only in development. Work by 3 Nobel Laureates has demonstrated this for dev. But also not the only one.
Christian Leuz,15,Chicago Booth,m,3,7,Agree,Agree,Question B: Randomized control trials are a valuable tool for making significant progress in poverty reduction.,"Pov reduct is complicated process involving mkts, institutions & politics. RCT can help but need many tools, incl. theory, for sign. reduct."
Christian Leuz,16,Chicago Booth,m,7,7,Agree,Uncertain,Question A: Having companies run to maximize shareholder value creates significant negative externalities for workers and communities.,"Co should max sh welfare not value. Even Milton F recognized these externalities, need laws & ethics as constraints & perhaps stronger ones.
-see background information here
-see background information here"
Christian Leuz,17,Chicago Booth,m,5,6,Uncertain,Uncertain,"Question B: Appropriately managed corporations could create significantly greater value than they currently do for a range of stakeholders – including workers, suppliers, customers and community members – with small impacts on shareholder value.","Unlikely as implies corp leave lots money on table or managers extract huge rents; yet maximizing stakeh. welfare could address externalit.
-see background information here
-see background information here"
Christian Leuz,18,Chicago Booth,m,8,6,Disagree,Disagree,"Question C:
Effective mechanisms for boards of directors to ensure that CEOs act in ways that balance the interests of all stakeholders would be straightforward to introduce.","It would clearly be difficult but this does not imply that one should not try. There are many difficult governance problems.
-see background information here"
Christian Leuz,19,Chicago Booth,m,4,7,Agree,Agree,Question A: Rising inequality is straining the health of liberal democracy.,"Feels that way @moment. Theories to support; evidence less clear. Also argument: greater econ. inequality -> greater political inequality
-see background information here
-see background information here
-see background information here"
Christian Leuz,20,Chicago Booth,m,3,7,Uncertain,Uncertain,Question B: Enacting more redistributive expenditures and policies would be likely to limit the rise of populism in Europe.,"If link in A) is true & policies successful in limiting inequality, then agree. But evidence for link in A) is tenuous.
-see background information here"
Christian Leuz,21,Chicago Booth,m,2,7,Uncertain,Agree,"Question C: European governments should allocate more resources to policies that would be likely to limit the rise of populism in Europe, even if it means higher public debt or lower public spending in other areas.","While limiting extreme populism likely good, focus should be on inequality& its neg effects. Populism can be exercise of democratic rights."
