Name,Question,Confidence,Medianconf,Questiontext,Deviation_from_median_confidence
Bengt Holmström,9,4,5,Replacing the current US health insurance system as outlined in a) would lead to longer waiting times for healthcare for a meaningful subset of the population.,-1
Bengt Holmström,9,4,7,Rising use of robots and artificial intelligence in advanced countries is likely to create benefits large enough that they could be used to compensate those workers who are substantially negatively affected for their lost wages.,-3
Bengt Holmström,9,7,8,"If the Fed changed its inflation target from 2% to 4%, the long-run costs of inflation for households would be essentially unchanged.",-1
Bengt Holmström,9,NA,4,Raising the inflation target to 4% would make it possible for the Fed to lower rates by a greater amount in a future recession.,NA
Bengt Holmström,9,NA,5,"If the US reduced its fiscal deficit, then its trade deficit would also shrink.",NA
Bengt Holmström,9,7,9,"The US should increase spending now on roads, railways, bridges and airports (including new projects, maintenance or both).",-2
Bengt Holmström,9,NA,7,"The advisability of increasing federal spending on roads, railways, bridges and airports is independent of whether the US also enacts tax cuts that substantially lower revenues.",NA
Bengt Holmström,9,5,7,"Because labor markets across different sectors are connected, rising productivity in manufacturing leads the cost of labor-intensive services — such as education and health care — to rise.",-2
Bengt Holmström,9,7,6,"Since 1980, whenever substantial growth effects have been required to make a tax reform plan revenue neutral, the actual outcome has invariably been a fall in tax revenue as a share of GDP.",1
Bengt Holmström,9,5,5,The tax reform plan proposed by President Trump this week would likely pay for itself through higher economic growth.,0
Bengt Holmström,9,6,6,"Implementing a ""destination based cash flow tax (including",0
Carl Shapiro,1,NA,5,"Given the current state of the economy, the Federal Reserve should focus on keeping inflation low rather than trying to reduce unemployment.",NA
Carl Shapiro,1,2,4,"Following the UK election result, the certainty that the country is going to leave the European Union will provide a substantial short-term boost to the UK economy.",-2
Carl Shapiro,1,NA,5,border adjustment,NA
Carl Shapiro,1,9,7,Implementing a “destination based cash flow tax (including,2
Carl Shapiro,1,NA,6,border adjustment,NA
Carl Shapiro,1,NA,6,"Forecasting the effects of complex legislative actions is hard, so even competent, non-ideological and non-partisan projections could differ substantially from outcomes.",NA
Carl Shapiro,1,NA,4,"Adjusting for legal restrictions on what the CBO can assume about future legislation and events, the CBO has historically issued credible forecasts of the effects of both Democratic and Republican legislative proposals.",NA
Carl Shapiro,1,NA,6,"If the US significantly lowers the number of H-1B visas now, expected US tax revenues will rise materially over the next four years.",NA
Carl Shapiro,1,NA,7,"If the US significantly lowers the number of H-1B visas now, employment for American workers will rise materially over the next four years.",NA
Carl Shapiro,1,8,6,Providing state and local subsidies to build stadiums for professional sports teams is likely to cost the relevant taxpayers more than any local economic benefits that are generated.,2
Carl Shapiro,1,8,7,US share prices have risen since Donald Trump’s election victory at least partly because the policies he seems poised to implement are likely to increase US after-tax corporate profits.,1
Carl Shapiro,1,NA,5,US share prices have risen since Donald Trump’s election victory at least partly because the policies he seems poised to implement are likely to increase US real GDP growth.,NA
Carl Shapiro,1,1,5,The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.,-4
Carl Shapiro,1,NA,5,The Council of Economic Advisors is likely to give the US president better policy advice if the Chair and Members of the CEA have published peer-reviewed economics research.,NA
Carl Shapiro,1,9,6,If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan,3
Carl Shapiro,1,3,4,(see link),-1
Carl Shapiro,1,6,7,If all of the “Seven actions to protect American workers” in President-elect Trump’s,-1
Carl Shapiro,1,NA,5,100-day plan,NA
Carl Shapiro,1,NA,4,A merger of AT&T and Time Warner would likely increase consumer surplus over the ensuing decade.,NA
Carl Shapiro,1,9,8,"Long run fiscal sustainability in the US will require some combination of cuts in currently promised Medicare, Medicaid and Social Security benefits and/or tax increases that include higher taxes on households with incomes below $250,000.",1
Carl Shapiro,1,9,7,"Adding new or higher import duties on products such as air conditioners, cars, and cookies — to encourage producers to make them in the US — would be a good idea.",2
Carl Shapiro,1,1,6,Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would lower (at least temporarily) the premium earned by current American workers with similar degrees.,-5
Carl Shapiro,1,8,8,Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would raise per capita income in the US over time.,0
Carl Shapiro,1,3,5,A ban on very short-term loans at very high annualized interest rates (aka payday lending) would make most people who use or might use them better off.,-2
Carl Shapiro,1,NA,5,"Under current policies on climate change, the associated physical risks (such as those arising from total seasonal rainfall and sea level changes, and increased frequency, severity, and correlation of extreme weather events) will be at most a very small factor in monetary policy decisions over the next decade.",NA
Carl Shapiro,1,NA,5,The physical risks associated with climate change under current policies are likely to threaten financial stability over the next decade.,NA
Carl Shapiro,1,2,4,"Taking into account the revenues, consumer surplus, purchasing patterns by income, and possible consumer biases, state-run lotteries (such as Powerball and scratch-off games) increase social welfare.",-2
Carl Shapiro,1,8,7,Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.,1
Carl Shapiro,1,8,7,Randomized control trials are a valuable tool for making significant progress in poverty reduction.,1
Carl Shapiro,1,10,6,Rising inequality is straining the health of liberal democracy.,4
Carl Shapiro,1,10,5,Enacting more redistributive expenditures and policies would be likely to limit the rise of populism.,5
Carl Shapiro,2,NA,5,"Right now, if the Federal Reserve were to try to reduce unemployment, then inflation would rise noticeably.",NA
Carl Shapiro,2,10,5,"Governments should allocate more resources to policies that would be likely to limit the rise of populism, even if it means higher public debt or lower public spending in other areas.",5
Carl Shapiro,2,10,6,Having companies run to maximize shareholder value creates significant negative externalities for workers and communities.,4
Carl Shapiro,2,7,5,"Appropriately managed corporations could create significantly greater value than they currently do for a range of stakeholders – including workers, suppliers, customers and community members – with negligible impacts on shareholder value.",2
Carl Shapiro,2,2,6,Effective mechanisms for boards of directors to ensure that CEOs act in ways that balance the interests of all stakeholders would be straightforward to introduce.,-4
Carl Shapiro,2,NA,5,"A substantial source of the value of decentralized private cryptocurrencies, such as Bitcoin, arises from their convenience for use in illegal activities.",NA
Carl Shapiro,2,NA,7,"In a case like the US women’s national soccer team where the revenues that they generate and their on-field performance both exceed those of the men’s team, there is no justification for lower pay.",NA
Carl Shapiro,2,6,5,Fining companies above a certain size that fail to provide the same remuneration to men and women employees performing comparable roles would be an effective way of closing the gender pay gap.,1
Carl Shapiro,2,9,8,Mexico's persistent bilateral trade surplus with the United States implies that Mexico is following policies that keep the peso artificially weak against the US dollar.,1
Carl Shapiro,2,9,7,"The existence of a multi-year trade deficit of Country A with Country B implies that B has successfully tilted the playing field in its favor in terms of such policies as tariffs, non-tariff barriers, and the exchange rate between them.",2
Carl Shapiro,2,NA,7,The first required class for undergraduate economics majors at my university accurately reflects the way that economists think about a range of economics problems.,NA
Carl Shapiro,3,NA,7,Presidents should make public statements about Federal Reserve interest rate decisions.,NA
Carl Shapiro,3,NA,5,The first required class for undergraduate economics majors at my university addresses the most pressing economic issues in the US.,NA
Carl Shapiro,3,7,6,The incidence of the latest round of US import tariffs is likely to fall primarily on American households.,1
Carl Shapiro,3,8,5,The impact of the tariffs – and any Chinese countermeasures – on US prices and employment is likely to be felt most heavily by lower income groups and regions.,3
Carl Shapiro,3,10,8,Selecting candidates for membership of the Federal Open Market Committee (FOMC) based primarily on their political views would lead to worse monetary policy outcomes than has been the case over the last 15 years.,2
Carl Shapiro,3,9,6,The admission of children of alumni and donors at elite private colleges and universities crowds out applicants with greater academic potential.,3
Carl Shapiro,3,3,5,The net effect of admitting children of alumni and donors (including any impact on donations and any losses of other high potential applicants) is likely to be a reduction in the contribution of colleges and universities to society.,-2
Carl Shapiro,3,7,5,Senator Warren’s,2
Carl Shapiro,3,2,5,proposed,-3
Carl Shapiro,3,2,5,"If successfully enforced, Senator Warren’s proposed wealth tax would substantially decrease the share of wealth going to the top 0.1% of wealth-holders after 20 years.",-3
Carl Shapiro,3,8,5,"A public policy goal that could be accomplished with a well-enforced wealth tax could be equally accomplished with modifications to existing federal taxes – for example, revising the estate tax and/or capital gains tax.",3
Carl Shapiro,4,NA,6,The Federal Reserve should always be able to make emergency loans to banks.,NA
Carl Shapiro,4,7,5,Forcing Amazon to divest Whole Foods now would be in the public interest.,2
Carl Shapiro,4,1,5,Acquisitions by large tech platforms where there are risks of anti-competitive effects like those posed by Amazon’s acquisition of Whole Foods should not be permitted.,-4
Carl Shapiro,4,10,8,"Large tech platforms, such as Amazon Marketplace and Google Search, should be designated as ‘platform utilities' and broken apart from any participant on that platform.",2
Carl Shapiro,4,8,8,Countries that borrow in their own currency should not worry about government deficits because they can always create money to finance their debt.,0
Carl Shapiro,4,NA,5,Countries that borrow in their own currency can finance as much real government spending as they want by creating money.,NA
Carl Shapiro,4,NA,4,"When local governments compete by offering subsidies to a firm that is willing to relocate, and shopping across multiple alternative areas, the firm typically captures most of value that is created via the relocation.",NA
Carl Shapiro,4,10,7,A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,3
Carl Shapiro,4,8,8,"It is best for society if the management of U.S. publicly traded corporations only considers the impact of their decisions on customers, employees, and community members to the extent that these impacts feedback to impact shareholder wealth.",0
Carl Shapiro,4,NA,6,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks.",NA
Carl Shapiro,4,7,7,"Raising the top federal marginal tax on earned personal income to 70% (and holding the rest of the current tax code, including the top bracket definition, fixed) would raise substantially more revenue (federal and state, combined) without lowering economic activity.",0
Carl Shapiro,5,8,5,"Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to lower aggregate medical debt among patients.",3
Carl Shapiro,5,3,6,"Rather than using second-round runoffs to settle elections in which no candidate wins a first-round majority, it would be better to use",-3
Carl Shapiro,5,8,7,ranked-choice voting,1
Carl Shapiro,5,10,6,The US spends roughly,4
Carl Shapiro,5,10,6,17% of GDP on healthcare,4
Carl Shapiro,5,NA,5,"Considering a broad range of costs and benefits is a better tool for guiding climate policy than setting temperature limits (such as 1.5 °C , eg) based on expected links between temperature increases and the extent of environmental harm.",NA
Carl Shapiro,5,4,6,Carbon taxes are a better way to implement climate policy than cap-and-trade.,-2
Carl Shapiro,5,9,7,"Ideas are nonrival, so increasing returns to scale is an essential feature of technological change in a market economy.",2
Carl Shapiro,5,7,7,"If a small number of firms have a large combined market share in a properly defined market, it is strong evidence that those firms have substantial market power.",0
Carl Shapiro,5,NA,7,"Capping the number of ride-sharing drivers as is being discussed in New York City, Chicago and London will make the average resident in that city worse off.",NA
Carl Shapiro,5,NA,4,"To achieve a given level of congestion, it would be better to use taxes for driving that vary based on the level of congestion, rather than limiting the number of ride-sharing vehicles.",NA
Carl Shapiro,6,6,5,Replacing the current US health insurance system as outlined in a) would lead to lower aggregate innovation in the pharmaceutical industry.,1
Carl Shapiro,6,1,5,"Because global supply chains are more important now, import tariffs are likely substantially more costly than they would have been 25 years ago.",-4
Carl Shapiro,6,NA,4,"Britain's Labour party recently proposed giving the Bank of England a target of 3% annual labor productivity growth. Consider the following statement:

Central banks cannot significantly increase productivity growth over a ten year horizon, except perhaps by promoting macroeconomic stability.",NA
Carl Shapiro,6,NA,6,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets.",NA
Carl Shapiro,6,8,7,"All things considered, US society will be better off if sports betting becomes legal in more US states (beyond Nevada).",1
Carl Shapiro,6,10,8,"Over the next decade, autonomous cars will raise average welfare in the US by at least as much as smartphones have over the past decade.",2
Carl Shapiro,6,NA,6,Restricting eligibility for senior government economic-policy posts by requiring a graduate degree in economics would reduce the chances for good public policy outcomes.,NA
Carl Shapiro,6,NA,5,"NCAA Division I schools coordinate compensation for men’s basketball and football players (precluding actual pay and limiting non-monetary benefits), providing rents to member schools (which may be shared with others) at the expense of those players.",NA
Carl Shapiro,6,NA,5,Imposing new US tariffs on steel and aluminum will improve Americans’ welfare.,NA
Carl Shapiro,6,10,6,"By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.",4
Carl Shapiro,6,8,6,"By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.",2
Carl Shapiro,7,1,5,Replacing the current US health insurance system as outlined in a) would improve health outcomes for the majority of the population.,-4
Carl Shapiro,7,NA,5,"The biggest reason for the measured slowdown in US productivity growth since the mid-2000s is that productivity increases have gone mismeasured, including new and better products and services that have been insufficiently captured by real output data.",NA
Carl Shapiro,7,NA,5,"Because of the many special and unique roles that the dollar plays in global commerce, US citizens are substantially better off than they otherwise would be.",NA
Carl Shapiro,7,3,6,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",-3
Carl Shapiro,7,2,7,"A bitcoin has a fundamental value of at least $1,000.",-5
Carl Shapiro,7,NA,6,The best forecast for the value of one bitcoin in 2 years is its current price.,NA
Carl Shapiro,7,NA,5,"Without changes in policy, a rising share of people who are over age 65 will exert a substantial downward influence on per capita real GDP in western European countries.",NA
Carl Shapiro,7,8,6,"In European countries where the share of those over 65 is rising, there are net social benefits to adjusting retirement ages for state-financed (including pay-as-you-go) pension systems upwards, so that revised retirement ages better reflect longer life expectancies.",2
Carl Shapiro,7,10,7,The concept of “maximum sustainable employment” is well defined enough to be used beneficially in economic policymaking.,3
Carl Shapiro,7,8,7,Right now the US economy is operating below maximum sustainable employment.,1
Carl Shapiro,7,6,5,If the US enacts a tax bill similar to those currently moving through the,1
Carl Shapiro,8,6,6,"Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to improved access to healthcare for a meaningful subset of the population.",0
Carl Shapiro,8,10,8,House,2
Carl Shapiro,8,NA,5,Senate,NA
Carl Shapiro,8,1,5,If the US enacts a tax bill similar to those currently moving through the,-4
Carl Shapiro,8,6,7,House,-1
Carl Shapiro,8,3,5,Senate,-2
Carl Shapiro,8,5,5,Amending the Constitution to require that the federal government end each fiscal year without a deficit would substantially reduce output variability in the United States.,0
Carl Shapiro,8,NA,5,Amending the Constitution to require that the federal government end each fiscal year without a deficit would substantially lower the cost of borrowing for the federal government.,NA
Carl Shapiro,8,8,7,"Insights from psychology about individual behavior – examples of which include limited rationality, low self-control, or a taste for fairness – predict several important types of observed market outcomes that fully-rational economic models do not.",1
Carl Shapiro,8,8,6,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,2
Carl Shapiro,8,NA,8,"Holding labor market institutions and job training fixed, rising use of robots and artificial intelligence is likely to increase substantially the number of workers in advanced countries who are unemployed for long periods.",NA
Carl Shapiro,9,3,5,Replacing the current US health insurance system as outlined in a) would lead to longer waiting times for healthcare for a meaningful subset of the population.,-2
Carl Shapiro,9,9,7,Rising use of robots and artificial intelligence in advanced countries is likely to create benefits large enough that they could be used to compensate those workers who are substantially negatively affected for their lost wages.,2
Carl Shapiro,9,10,8,"If the Fed changed its inflation target from 2% to 4%, the long-run costs of inflation for households would be essentially unchanged.",2
Carl Shapiro,9,NA,4,Raising the inflation target to 4% would make it possible for the Fed to lower rates by a greater amount in a future recession.,NA
Carl Shapiro,9,NA,5,"If the US reduced its fiscal deficit, then its trade deficit would also shrink.",NA
Carl Shapiro,9,9,9,"The US should increase spending now on roads, railways, bridges and airports (including new projects, maintenance or both).",0
Carl Shapiro,9,6,7,"The advisability of increasing federal spending on roads, railways, bridges and airports is independent of whether the US also enacts tax cuts that substantially lower revenues.",-1
Carl Shapiro,9,NA,7,"Because labor markets across different sectors are connected, rising productivity in manufacturing leads the cost of labor-intensive services — such as education and health care — to rise.",NA
Carl Shapiro,9,NA,6,"Since 1980, whenever substantial growth effects have been required to make a tax reform plan revenue neutral, the actual outcome has invariably been a fall in tax revenue as a share of GDP.",NA
Carl Shapiro,9,NA,5,The tax reform plan proposed by President Trump this week would likely pay for itself through higher economic growth.,NA
Carl Shapiro,9,NA,6,"Implementing a ""destination based cash flow tax (including",NA
Caroline Hoxby,1,5,5,"Given the current state of the economy, the Federal Reserve should focus on keeping inflation low rather than trying to reduce unemployment.",0
Caroline Hoxby,1,NA,4,"Following the UK election result, the certainty that the country is going to leave the European Union will provide a substantial short-term boost to the UK economy.",NA
Caroline Hoxby,1,NA,5,border adjustment,NA
Caroline Hoxby,1,10,7,Implementing a “destination based cash flow tax (including,3
Caroline Hoxby,1,NA,6,border adjustment,NA
Caroline Hoxby,1,NA,6,"Forecasting the effects of complex legislative actions is hard, so even competent, non-ideological and non-partisan projections could differ substantially from outcomes.",NA
Caroline Hoxby,1,NA,4,"Adjusting for legal restrictions on what the CBO can assume about future legislation and events, the CBO has historically issued credible forecasts of the effects of both Democratic and Republican legislative proposals.",NA
Caroline Hoxby,1,10,6,"If the US significantly lowers the number of H-1B visas now, expected US tax revenues will rise materially over the next four years.",4
Caroline Hoxby,1,10,7,"If the US significantly lowers the number of H-1B visas now, employment for American workers will rise materially over the next four years.",3
Caroline Hoxby,1,10,6,Providing state and local subsidies to build stadiums for professional sports teams is likely to cost the relevant taxpayers more than any local economic benefits that are generated.,4
Caroline Hoxby,1,10,7,US share prices have risen since Donald Trump’s election victory at least partly because the policies he seems poised to implement are likely to increase US after-tax corporate profits.,3
Caroline Hoxby,1,8,5,US share prices have risen since Donald Trump’s election victory at least partly because the policies he seems poised to implement are likely to increase US real GDP growth.,3
Caroline Hoxby,1,NA,5,The near certainty that the UK will leave the European Union’s customs union and single market in 2020 offers a sizeable export market opportunity for American business.,NA
Caroline Hoxby,1,8,5,The Council of Economic Advisors is likely to give the US president better policy advice if the Chair and Members of the CEA have published peer-reviewed economics research.,3
Caroline Hoxby,1,10,6,If all of the “Seven actions to protect American workers” in President-elect Trump’s 100-day plan,4
Caroline Hoxby,1,6,4,(see link),2
Caroline Hoxby,1,10,7,If all of the “Seven actions to protect American workers” in President-elect Trump’s,3
Caroline Hoxby,1,NA,5,100-day plan,NA
Caroline Hoxby,1,NA,4,A merger of AT&T and Time Warner would likely increase consumer surplus over the ensuing decade.,NA
Caroline Hoxby,1,NA,8,"Long run fiscal sustainability in the US will require some combination of cuts in currently promised Medicare, Medicaid and Social Security benefits and/or tax increases that include higher taxes on households with incomes below $250,000.",NA
Caroline Hoxby,1,NA,7,"Adding new or higher import duties on products such as air conditioners, cars, and cookies — to encourage producers to make them in the US — would be a good idea.",NA
Caroline Hoxby,1,NA,6,Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would lower (at least temporarily) the premium earned by current American workers with similar degrees.,NA
Caroline Hoxby,1,10,8,Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would raise per capita income in the US over time.,2
Caroline Hoxby,1,10,5,A ban on very short-term loans at very high annualized interest rates (aka payday lending) would make most people who use or might use them better off.,5
Caroline Hoxby,1,5,5,"Under current policies on climate change, the associated physical risks (such as those arising from total seasonal rainfall and sea level changes, and increased frequency, severity, and correlation of extreme weather events) will be at most a very small factor in monetary policy decisions over the next decade.",0
Caroline Hoxby,1,10,5,The physical risks associated with climate change under current policies are likely to threaten financial stability over the next decade.,5
Caroline Hoxby,1,10,4,"Taking into account the revenues, consumer surplus, purchasing patterns by income, and possible consumer biases, state-run lotteries (such as Powerball and scratch-off games) increase social welfare.",6
Caroline Hoxby,1,8,7,Randomized control trials are a valuable tool for answering some long unsettled questions in development economics research.,1
Caroline Hoxby,1,6,7,Randomized control trials are a valuable tool for making significant progress in poverty reduction.,-1
Caroline Hoxby,1,NA,6,Rising inequality is straining the health of liberal democracy.,NA
Caroline Hoxby,1,NA,5,Enacting more redistributive expenditures and policies would be likely to limit the rise of populism.,NA
Caroline Hoxby,2,10,5,"Right now, if the Federal Reserve were to try to reduce unemployment, then inflation would rise noticeably.",5
Caroline Hoxby,2,NA,5,"Governments should allocate more resources to policies that would be likely to limit the rise of populism, even if it means higher public debt or lower public spending in other areas.",NA
Caroline Hoxby,2,10,6,Having companies run to maximize shareholder value creates significant negative externalities for workers and communities.,4
Caroline Hoxby,2,7,5,"Appropriately managed corporations could create significantly greater value than they currently do for a range of stakeholders – including workers, suppliers, customers and community members – with negligible impacts on shareholder value.",2
Caroline Hoxby,2,10,6,Effective mechanisms for boards of directors to ensure that CEOs act in ways that balance the interests of all stakeholders would be straightforward to introduce.,4
Caroline Hoxby,2,10,5,"A substantial source of the value of decentralized private cryptocurrencies, such as Bitcoin, arises from their convenience for use in illegal activities.",5
Caroline Hoxby,2,NA,7,"In a case like the US women’s national soccer team where the revenues that they generate and their on-field performance both exceed those of the men’s team, there is no justification for lower pay.",NA
Caroline Hoxby,2,10,5,Fining companies above a certain size that fail to provide the same remuneration to men and women employees performing comparable roles would be an effective way of closing the gender pay gap.,5
Caroline Hoxby,2,NA,8,Mexico's persistent bilateral trade surplus with the United States implies that Mexico is following policies that keep the peso artificially weak against the US dollar.,NA
Caroline Hoxby,2,NA,7,"The existence of a multi-year trade deficit of Country A with Country B implies that B has successfully tilted the playing field in its favor in terms of such policies as tariffs, non-tariff barriers, and the exchange rate between them.",NA
Caroline Hoxby,2,NA,7,The first required class for undergraduate economics majors at my university accurately reflects the way that economists think about a range of economics problems.,NA
Caroline Hoxby,3,10,7,Presidents should make public statements about Federal Reserve interest rate decisions.,3
Caroline Hoxby,3,NA,5,The first required class for undergraduate economics majors at my university addresses the most pressing economic issues in the US.,NA
Caroline Hoxby,3,9,6,The incidence of the latest round of US import tariffs is likely to fall primarily on American households.,3
Caroline Hoxby,3,10,5,The impact of the tariffs – and any Chinese countermeasures – on US prices and employment is likely to be felt most heavily by lower income groups and regions.,5
Caroline Hoxby,3,NA,8,Selecting candidates for membership of the Federal Open Market Committee (FOMC) based primarily on their political views would lead to worse monetary policy outcomes than has been the case over the last 15 years.,NA
Caroline Hoxby,3,NA,6,The admission of children of alumni and donors at elite private colleges and universities crowds out applicants with greater academic potential.,NA
Caroline Hoxby,3,NA,5,The net effect of admitting children of alumni and donors (including any impact on donations and any losses of other high potential applicants) is likely to be a reduction in the contribution of colleges and universities to society.,NA
Caroline Hoxby,3,10,5,Senator Warren’s,5
Caroline Hoxby,3,NA,5,proposed,NA
Caroline Hoxby,3,6,5,"If successfully enforced, Senator Warren’s proposed wealth tax would substantially decrease the share of wealth going to the top 0.1% of wealth-holders after 20 years.",1
Caroline Hoxby,3,NA,5,"A public policy goal that could be accomplished with a well-enforced wealth tax could be equally accomplished with modifications to existing federal taxes – for example, revising the estate tax and/or capital gains tax.",NA
Caroline Hoxby,4,10,6,The Federal Reserve should always be able to make emergency loans to banks.,4
Caroline Hoxby,4,NA,5,Forcing Amazon to divest Whole Foods now would be in the public interest.,NA
Caroline Hoxby,4,NA,5,Acquisitions by large tech platforms where there are risks of anti-competitive effects like those posed by Amazon’s acquisition of Whole Foods should not be permitted.,NA
Caroline Hoxby,4,10,8,"Large tech platforms, such as Amazon Marketplace and Google Search, should be designated as ‘platform utilities' and broken apart from any participant on that platform.",2
Caroline Hoxby,4,10,8,Countries that borrow in their own currency should not worry about government deficits because they can always create money to finance their debt.,2
Caroline Hoxby,4,9,5,Countries that borrow in their own currency can finance as much real government spending as they want by creating money.,4
Caroline Hoxby,4,8,4,"When local governments compete by offering subsidies to a firm that is willing to relocate, and shopping across multiple alternative areas, the firm typically captures most of value that is created via the relocation.",4
Caroline Hoxby,4,10,7,A federal prohibition against states and municipalities offering tax subsidies to attract specific businesses that are shopping across multiple areas to relocate would be welfare improving for the average taxpayer.,3
Caroline Hoxby,4,10,8,"It is best for society if the management of U.S. publicly traded corporations only considers the impact of their decisions on customers, employees, and community members to the extent that these impacts feedback to impact shareholder wealth.",2
Caroline Hoxby,4,10,6,"In general, absent any inside information, an equity investor can expect to do better by holding a well-diversified, low-fee, passive index fund than by holding a few stocks.",4
Caroline Hoxby,4,9,7,"Raising the top federal marginal tax on earned personal income to 70% (and holding the rest of the current tax code, including the top bracket definition, fixed) would raise substantially more revenue (federal and state, combined) without lowering economic activity.",2
Caroline Hoxby,5,1,5,"Replacing the current US health insurance system (including employer-based health insurance, ACA exchange policies, and Medicaid) with universal ‘Medicare for All’ (mandatory enrollment in a modified version of the existing traditional Medicare program with drug coverage and no cost-sharing of any form, and current Medicare reimbursement rates) funded by federal taxes would lead to lower aggregate medical debt among patients.",-4
Caroline Hoxby,5,10,6,"Rather than using second-round runoffs to settle elections in which no candidate wins a first-round majority, it would be better to use",4
Caroline Hoxby,5,9,7,ranked-choice voting,2
Caroline Hoxby,5,5,6,The US spends roughly,-1
Caroline Hoxby,5,NA,6,17% of GDP on healthcare,NA
Caroline Hoxby,5,NA,5,"Considering a broad range of costs and benefits is a better tool for guiding climate policy than setting temperature limits (such as 1.5 °C , eg) based on expected links between temperature increases and the extent of environmental harm.",NA
Caroline Hoxby,5,NA,6,Carbon taxes are a better way to implement climate policy than cap-and-trade.,NA
Caroline Hoxby,5,NA,7,"Ideas are nonrival, so increasing returns to scale is an essential feature of technological change in a market economy.",NA
Caroline Hoxby,5,10,7,"If a small number of firms have a large combined market share in a properly defined market, it is strong evidence that those firms have substantial market power.",3
Caroline Hoxby,5,6,7,"Capping the number of ride-sharing drivers as is being discussed in New York City, Chicago and London will make the average resident in that city worse off.",-1
Caroline Hoxby,5,NA,4,"To achieve a given level of congestion, it would be better to use taxes for driving that vary based on the level of congestion, rather than limiting the number of ride-sharing vehicles.",NA
Caroline Hoxby,6,6,5,Replacing the current US health insurance system as outlined in a) would lead to lower aggregate innovation in the pharmaceutical industry.,1
Caroline Hoxby,6,7,5,"Because global supply chains are more important now, import tariffs are likely substantially more costly than they would have been 25 years ago.",2
Caroline Hoxby,6,6,4,"Britain's Labour party recently proposed giving the Bank of England a target of 3% annual labor productivity growth. Consider the following statement:

Central banks cannot significantly increase productivity growth over a ten year horizon, except perhaps by promoting macroeconomic stability.",2
Caroline Hoxby,6,10,6,"The European Union often uses its antitrust powers to protect EU-based firms from international competition, rather than to promote greater competition in European markets.",4
Caroline Hoxby,6,10,7,"All things considered, US society will be better off if sports betting becomes legal in more US states (beyond Nevada).",3
Caroline Hoxby,6,10,8,"Over the next decade, autonomous cars will raise average welfare in the US by at least as much as smartphones have over the past decade.",2
Caroline Hoxby,6,10,6,Restricting eligibility for senior government economic-policy posts by requiring a graduate degree in economics would reduce the chances for good public policy outcomes.,4
Caroline Hoxby,6,10,5,"NCAA Division I schools coordinate compensation for men’s basketball and football players (precluding actual pay and limiting non-monetary benefits), providing rents to member schools (which may be shared with others) at the expense of those players.",5
Caroline Hoxby,6,NA,5,Imposing new US tariffs on steel and aluminum will improve Americans’ welfare.,NA
Caroline Hoxby,6,10,6,"By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more for its recipients' well-being than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.",4
Caroline Hoxby,6,10,6,"By providing electronic benefit cards to choose and buy groceries at stores, the Supplemental Nutrition Assistance Program currently does more to raise food security and reduce hunger than it would if the program directly provided a smaller array of foods to its recipients, while commensurately reducing the amount they could spend on groceries of their own choosing.",4
Caroline Hoxby,7,10,5,Replacing the current US health insurance system as outlined in a) would improve health outcomes for the majority of the population.,5
Caroline Hoxby,7,1,5,"The biggest reason for the measured slowdown in US productivity growth since the mid-2000s is that productivity increases have gone mismeasured, including new and better products and services that have been insufficiently captured by real output data.",-4
