Name,Question,Institution,Gender,Confidence,Medianconf,Vote,Median,Comment,Topic,Qtext
Anil Kashyap,276,Chicago,m,7,8,Agree,Agree,,Gasoline Prices,Changes in U.S. gasoline prices over the past 10 years have predominantly been due to market factors rather than U.S. federal economic or energy policies.
Barry Eichengreen,275,Berkeley,m,9,8,Agree,Agree,,Gasoline Prices,Changes in U.S. gasoline prices over the past 10 years have predominantly been due to market factors rather than U.S. federal economic or energy policies.
Darrell Duffie,275,Stanford,m,7,8,Agree,Agree,"Supply and demand for oil are relatively global. US regulation does, however, have an influence on domestic supplies of some products.",Gasoline Prices,Changes in U.S. gasoline prices over the past 10 years have predominantly been due to market factors rather than U.S. federal economic or energy policies.
Claudia Goldin,77,Harvard,f,5,8,Strongly Agree,Agree,,Gasoline Prices,Changes in U.S. gasoline prices over the past 10 years have predominantly been due to market factors rather than U.S. federal economic or energy policies.
David Autor,276,MIT,m,8,8,Strongly Agree,Agree,,Gasoline Prices,Changes in U.S. gasoline prices over the past 10 years have predominantly been due to market factors rather than U.S. federal economic or energy policies.
Christopher Udry,276,Northwestern,m,8,8,Strongly Agree,Agree,,Gasoline Prices,Changes in U.S. gasoline prices over the past 10 years have predominantly been due to market factors rather than U.S. federal economic or energy policies.
William Nordhaus,275,Yale,m,9,8,Strongly Agree,Agree,,Gasoline Prices,Changes in U.S. gasoline prices over the past 10 years have predominantly been due to market factors rather than U.S. federal economic or energy policies.
Ray Fair,276,Yale,m,7,8,Strongly Agree,Agree,,Gasoline Prices,Changes in U.S. gasoline prices over the past 10 years have predominantly been due to market factors rather than U.S. federal economic or energy policies.
Katherine Baicker,275,Chicago,f,4,8,Agree,Agree,,Gasoline Prices,Changes in U.S. gasoline prices over the past 10 years have predominantly been due to market factors rather than U.S. federal economic or energy policies.
Richard Thaler,276,Chicago,m,9,8,Strongly Agree,Agree,,Gasoline Prices,Changes in U.S. gasoline prices over the past 10 years have predominantly been due to market factors rather than U.S. federal economic or energy policies.
Richard Schmalensee,275,MIT,m,9,8,Strongly Agree,Agree,,Gasoline Prices,Changes in U.S. gasoline prices over the past 10 years have predominantly been due to market factors rather than U.S. federal economic or energy policies.
Joseph Altonji,276,Yale,m,9,8,Strongly Agree,Agree,,Gasoline Prices,Changes in U.S. gasoline prices over the past 10 years have predominantly been due to market factors rather than U.S. federal economic or energy policies.
Raj Chetty,275,Stanford,m,6,8,Agree,Agree,,Gasoline Prices,Changes in U.S. gasoline prices over the past 10 years have predominantly been due to market factors rather than U.S. federal economic or energy policies.
Angus Deaton,124,Princeton,m,8,6,Strongly Agree,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Richard Thaler,124,Chicago,m,NA,6,No Opinion,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
William Nordhaus,124,Yale,m,8,6,Agree,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Michael Greenstone,124,Chicago,m,4,6,Agree,Agree,China's TREMENDOUS gains in living standards last 25 yrs is 1 of most impt events in history likely unsustainable but long run comes slowly,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Hilary Hoynes,124,Berkeley,f,8,6,Uncertain,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Robert Shimer,124,Chicago,m,5,6,Agree,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Amy Finkelstein,124,MIT,f,NA,6,Did Not Answer,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Liran Einav,124,Stanford,m,NA,6,No Opinion,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Judith Chevalier,124,Yale,f,3,6,Agree,Agree,In the long run. But the long run can be very long...,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Kenneth Judd,124,Stanford,m,8,6,Strongly Agree,Agree,"Like 20th century Japan, Germany, etc., they are catching up with other economies and will slow down as they approach US/EU productivity.",China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Robert Hall,124,Stanford,m,7,6,Agree,Agree,"""If it can't go on forever, it won't""",China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Bengt Holmström,124,MIT,m,6,6,Strongly Agree,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Christopher Udry,124,Northwestern,m,8,6,Agree,Agree,"In the long run, growth has to slow as the process of structural change approaches completion. Consumption eventually converges near income.",China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Larry Samuelson,124,Yale,m,6,6,Agree,Agree,China's growth numbers have long been suspect; it is remarkable that new evidence of their weakness has so much effect on world markets.,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
David Autor,124,MIT,m,7,6,Agree,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Ray Fair,124,Yale,m,4,6,Agree,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Joseph Altonji,124,Yale,m,3,6,Uncertain,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Jonathan Levin,124,Stanford,m,4,6,Agree,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Darrell Duffie,124,Stanford,m,9,6,Agree,Agree,True because it's already happened! Growth is down. Consumption is up.,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Anil Kashyap,124,Chicago,m,7,6,Agree,Agree,"They've talked about rotating demand forever, looks like the markets have lost faith and are worried about bridges to nowhere, etc.",China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Carl Shapiro,124,Berkeley,m,3,6,Uncertain,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Oliver Hart,118,Harvard,m,6,6,Agree,Agree,As China becomes richer it will resemble other rich countries: growth rates will fall;wages and consumption will rise;investment will fall.,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Eric Maskin,124,Harvard,m,7,6,Agree,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
David Cutler,124,Harvard,m,5,6,Uncertain,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Alberto Alesina,124,Harvard,m,6,6,Agree,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Katherine Baicker,124,Chicago,f,NA,6,No Opinion,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
José Scheinkman,124,Columbia University,m,7,6,Uncertain,Agree,However countries that grow very rapidly eventually hit a wall. Successful ones (e.g. Korea) return to growth after the stop.,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Daron Acemoglu,124,MIT,m,8,6,Strongly Agree,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Steven Kaplan,124,Chicago,m,6,6,Agree,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Abhijit Banerjee,124,MIT,m,7,6,Agree,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Austan Goolsbee,124,Chicago,m,10,6,Strongly Agree,Agree,must we relearn the same lesson in the same painful way again?,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Pete Klenow,124,Stanford,m,10,6,Strongly Agree,Agree,"They won't get as much growth from capital-deepening (rising capital-labor ratio) in the future as in recent decades.
-see background information here
-see background information here",China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Raj Chetty,124,Stanford,m,NA,6,Did Not Answer,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Caroline Hoxby,124,Stanford,f,5,6,Uncertain,Agree,"Of course, it is unsustainable in the very long run, but near-to-mid term sustainability is at least plausible.",China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Aaron Edlin,124,Berkeley,m,5,6,Agree,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Emmanuel Saez,124,Berkeley,m,4,6,Agree,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Marianne Bertrand,124,Chicago,f,2,6,Agree,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Alan Auerbach,124,Berkeley,m,5,6,Agree,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Barry Eichengreen,124,Berkeley,m,NA,6,No Opinion,Agree,"I'm not a fan of the ""s word"" (sustainable). The structure of China's economy will have to change over time, no question. But sustainable?",China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Richard Schmalensee,124,MIT,m,4,6,Agree,Agree,Internal politics matters here and it is hard to be confident about future developments.,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Markus Brunnermeier,124,Princeton,m,7,6,Agree,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Pinelopi Goldberg,77,Yale,f,5,6,Agree,Agree,,China’s Growth,"China’s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable."
Alan Auerbach,230,Berkeley,m,9,8,Strongly Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
David Autor,231,MIT,m,10,8,Strongly Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Katherine Baicker,230,Chicago,f,4,8,Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Luigi Zingales,33,Chicago,m,3,8,Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Alberto Alesina,231,Harvard,m,NA,8,Did Not Answer,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Bengt Holmström,230,MIT,m,7,8,Strongly Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Pinelopi Goldberg,184,Yale,f,6,8,Uncertain,Agree,"What does ""macroeconomic"" mean? The ""macro"" economy is an aggregation of micro untis. Of course the effects of any policy are uncertain.",Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Maurice Obstfeld,87,Berkeley,m,10,8,Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Joseph Altonji,231,Yale,m,7,8,Strongly Agree,Agree,"Broad macro conditions and macro policy matter most, but targetted policies have a role.",Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Raj Chetty,230,Stanford,m,8,8,Strongly Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Christopher Udry,231,Northwestern,m,6,8,Strongly Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Jonathan Levin,231,Stanford,m,5,8,Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Daron Acemoglu,230,MIT,m,7,8,Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Kenneth Judd,231,Stanford,m,10,8,Strongly Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
David Cutler,231,Harvard,m,6,8,Agree,Agree,Sometimes sectoral policies turn out to be very large -- as with the auto industry and the health care industry.,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Emmanuel Saez,230,Berkeley,m,NA,8,Did Not Answer,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Caroline Hoxby,230,Stanford,f,10,8,Strongly Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Aaron Edlin,231,Berkeley,m,10,8,Strongly Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
William Nordhaus,230,Yale,m,8,8,Agree,Agree,"""Rough guesses"" misses the point. I would say ""large overestimates"" as they are usually not effective ways of increasing either AD or AS.",Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Ray Fair,231,Yale,m,5,8,Strongly Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Edward Lazear,13,Stanford,m,NA,8,Did Not Answer,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Darrell Duffie,230,Stanford,m,2,8,Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Barry Eichengreen,230,Berkeley,m,8,8,Agree,Agree,"""Viewed as rough guesses"" is a very polite and understated way of putting it, guys.",Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Judith Chevalier,231,Yale,f,8,8,Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Angus Deaton,231,Princeton,m,5,8,Uncertain,Agree,"A politically unfettered federal government could do a lot, so there are presumably implicit side conditions here?",Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Richard Thaler,231,Chicago,m,3,8,Agree,Agree,Agree. More generally too much weight is given to the jobs numbers. How about if we evaluate a president by the return on the stock market,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Austan Goolsbee,230,Chicago,m,10,8,Strongly Agree,Agree,only question is whether 'rough guesses' is too generous,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
José Scheinkman,231,Columbia University,m,8,8,Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Michael Greenstone,231,Chicago,m,7,8,Strongly Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Hyun Song Shin,44,Princeton,m,8,8,Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Claudia Goldin,32,Harvard,f,7,8,Strongly Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Robert Hall,231,Stanford,m,10,8,Strongly Agree,Agree,No doubt about this whatsoever!,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Janet Currie,80,Princeton,f,9,8,Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Richard Schmalensee,230,MIT,m,8,8,Strongly Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Anil Kashyap,231,Chicago,m,7,8,Strongly Agree,Agree,POTUS macro choices matter somewhat but most sexy attempts to pander to get votes are inconsequental & shocks they can't control are big.,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Nancy Stokey,66,Chicago,f,9,8,Strongly Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Marianne Bertrand,230,Chicago,f,3,8,Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Pete Klenow,231,Stanford,m,10,8,Strongly Agree,Agree,"In the short run durability = cyclicality across industries. In the long run it's technology and preferences (Engel curves).
-see background information here
-see background information here",Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Eric Maskin,231,Harvard,m,8,8,Agree,Agree,,Presidents and Jobs,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Steven Kaplan,130,Chicago,m,8,5,Agree,Agree,,Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Jonathan Levin,130,Stanford,m,4,5,Agree,Agree,,Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Daron Acemoglu,130,MIT,m,6,5,Agree,Agree,"Value-added evaluation is far from perfect. But given that teachers matter greatly, it's surely one of many indicators one should look at.",Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Christopher Udry,130,Northwestern,m,8,5,Agree,Agree,"Score gains have some information. But the proper weight is unknown, and ""all else equal"" is very difficult to arrange.",Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Aaron Edlin,130,Berkeley,m,6,5,Uncertain,Agree,"hvjhv
-see background information here",Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Oliver Hart,124,Harvard,m,5,5,Uncertain,Agree,Research by Chetty et al. suggests this is so and I take that seriously. But this is a complex issue and it is early to reach conclusions.,Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Abhijit Banerjee,130,MIT,m,6,5,Agree,Agree,,Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Bengt Holmström,130,MIT,m,7,5,Agree,Agree,,Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Raj Chetty,130,Stanford,m,10,5,Strongly Agree,Agree,#NAME?,Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Robert Hall,130,Stanford,m,1,5,Agree,Agree,An heavily fact-related issue in an area I'm not well informed about.,Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Amy Finkelstein,130,MIT,f,6,5,Uncertain,Agree,"hvjhv
-see background information here",Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Judith Chevalier,130,Yale,f,5,5,Uncertain,Agree,"While in principle test scores are a useful input to teacher evaluation, the work of Rothstein and Darling summarizes important caveats
-see background information here",Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Liran Einav,130,Stanford,m,7,5,Agree,Agree,,Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Michael Greenstone,130,Chicago,m,5,5,Agree,Agree,"impt caveat: you can ""get what you pay for"" - higher test scores but less fundamental learning. are there broader tests w/o this problem?",Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Kenneth Judd,130,Stanford,m,3,5,Agree,Agree,"I suspect that most situations do not satisfy the ""all else equal"" condition.",Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Anil Kashyap,130,Chicago,m,5,5,Agree,Agree,"I think that is what Chetty and others find, though ""easier"" is in the eye of the beholder
-see background information here",Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Joseph Altonji,130,Yale,m,10,5,Strongly Agree,Agree,,Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Pete Klenow,130,Stanford,m,7,5,Strongly Agree,Agree,#NAME?,Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Eric Maskin,130,Harvard,m,7,5,Agree,Agree,Recent large-scale empirical work seems to back up this assertion.,Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Alberto Alesina,130,Harvard,m,6,5,Agree,Agree,,Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Richard Schmalensee,130,MIT,m,2,5,Agree,Agree,"Plausible, but ...",Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Ray Fair,130,Yale,m,3,5,Agree,Agree,,Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
William Nordhaus,130,Yale,m,1,5,Uncertain,Agree,,Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Carl Shapiro,130,Berkeley,m,3,5,Agree,Agree,,Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
Austan Goolsbee,130,Chicago,m,1,5,Agree,Agree,yes but with lots of noise and unbservables,Standardized Tests,Comparing their students’ average gains on standardized tests over the school year makes it easier to predict which teachers — all else equal — are more likely to improve their student’s long-term life outcomes.
