Name,Question,Qtext
Katherine Baicker,CONF_232,"Question B: Because GM and Chrysler were bailed out in 2008-09, the U.S. unemployment rate was lower at the end of 2010 than it would it have been if Congress and the executive branch had not intervened."
Katherine Baicker,CONF_233,Question C: Taking into account all of the economic consequences — including effects on corporate managers' incentives and on creditors' expectations of how their claims will be treated in future bankruptcies — the benefits of bailing out GM and Chrysler will end up exceeding the costs.
Katherine Baicker,CONF_234,"Question A: The U.S government should make further efforts to shrink the size of the country's largest banks — such as by capping the size of their liabilities or penalizing large banks more heavily through taxes or other means — because the existing regulations do not require the biggest banks to internalize enough of the ""too-big-to-fail"" risks that they pose."
Katherine Baicker,CONF_235,Question B: The economic benefits to the U.S. of having a handful of banks with balance sheets greater than $1 trillion are small.
Katherine Baicker,CONF_236,Question A: The federal government would make the average U.S. citizen better off by using policies that directly focus more on increasing manufacturing employment than employment in other sectors.
Katherine Baicker,CONF_237,"Question B: Because firms and inventors do not capture the full returns from research and development, the government would increase the average well-being of Americans (and potentially of others too) by favoring R&D using the tax code."
Katherine Baicker,CONF_238,"Question A: Consider one of two proposals for restraining future Medicare spending, each by the same amount: The method that President Obama enacted in the Affordable Care Act — reducing Medicare-related payments to private insurers and altering the payment system for doctors and hospitals — imposes risks on future Medicare patients because over time the supply of doctors, hospitals and insurers willing to offer them health services may decline in response to restrained payments."
Katherine Baicker,CONF_239,"Question B: Consider the other of two proposals for restraining future Medicare spending, each by the same amount: The method that Governor Romney advocates — giving future seniors a fixed payment for premiums and letting private insurers compete with Medicare — imposes risks on future Medicare patients because competition may not be powerful to enough to offer future seniors the same quality of care that is currently promised without supplementing their premium support."
Katherine Baicker,CONF_240,"Claims by incumbent presidents and challengers about how many private-sector jobs can be created in a four-year period by sector-level or other targeted policies should be viewed as rough guesses, because overall macroeconomic conditions drive aggregate employment in ways that dominate any net effects of polices that focus on specific industries or households."
Katherine Baicker,CONF_241,"Question A: One drawback of taxing capital income at a lower rate than labor income is that it gives people incentives to relabel income that policymakers find hard to categorize as ""capital"" rather than labor""."
Katherine Baicker,CONF_242,"Question B: Despite relabeling concerns, taxing capital income at a permanently lower rate than labor income would result in higher average long-term prosperity, relative to an alternative that generated the same amount of tax revenue by permanently taxing capital and labor income at equal rates instead."
Katherine Baicker,CONF_243,"Question C: Although they do not always agree about the precise likely effects of different tax policies, another reason why economists often give disparate advice on tax policy is because they hold differing views about choices between raising average prosperity and redistributing income."
Katherine Baicker,CONF_244,"Question A: By discounting pension liabilities at high interest rates under government accounting standards, many U.S. state and local governments understate their pension liabilities and the costs of providing pensions to public-sector workers."
Katherine Baicker,CONF_245,"Question B: During the next two decades some U.S. states, unless they substantially increase taxes, cut spending, and/or change public-sector pensions, will require a combination of severe austerity budgets, a federal bailout, and/or default."
Katherine Baicker,CONF_246,"Question A: Even if the third round of quantitative easing that the Fed recently announced increases real GDP growth over the next two years, the increase will be inconsequential."
Katherine Baicker,CONF_247,"Question B: Even if the third round of quantitative easing that the Fed recently announced increases annual consumer price inflation over the next five years, the increase will be inconsequential."
Katherine Baicker,CONF_248,"Question C: Even if inflationary pressures rise substantially as a result of quantitative easing and low interest rates, the Federal Reserve has ample tools to rein inflation back in if it chooses to do so."
Katherine Baicker,CONF_249,Question A: Ethanol content requirements and protectionism against imported ethanol (which includes fuel from sugarcane) raise food prices without significantly reducing carbon-dioxide emissions.
Katherine Baicker,CONF_250,"Question B: A direct disincentive to emit carbon-dioxide, for example through a carbon tax or an emissions permit market, is more efficient than requiring the use of corn-based ethanol fuels."
Katherine Baicker,CONF_251,"Question A: Even if all the official-sector funding that Greece received from 2010 through August 2012 is written off, propping up Greece to buy time for the rest of Europe to prepare for Greek default has been better for citizens of the Eurozone outside of Greece than a policy that would have cut off funding sooner."
Katherine Baicker,CONF_252,"Question B: A substantial sovereign-debt default by some combination of Greece, Ireland, Italy, Portugal and Spain is a necessary condition for the euro area as a whole to grow at its pre-crisis trend rate over the next three years."
Katherine Baicker,CONF_253,"Question C: Unless there is a substantial default by some combination of Greece, Ireland, Italy, Portugal and Spain on their sovereign debt and commercial bank debt, plus credible reforms to prevent excessive borrowing in the future, the euro area is headed for a costly financial meltdown and a prolonged recession."
Katherine Baicker,CONF_254,The current trade barriers in the U.S. sugar industry raise the profits of sugar producers and make the typical U.S. consumer pay more for sugar and goods that use sugar as an input.
Katherine Baicker,CONF_255,Question A: Loans to students attending for-profit colleges are especially risky because students attending them have had default rates that greatly exceed those for comparable students attending public and non-profit private institutions.
Katherine Baicker,CONF_256,Question B: Rules that tie each college's eligibility for federal student loans to its students' graduation rates and post-schooling employment outcomes would better protect taxpayers from losses on student loans.
Katherine Baicker,CONF_257,"Question A: The way in which money market funds normally trade – at one dollar per share, even though the per-share value of the assets backing them varies over time – made them vulnerable to a run in 2008 before they received taxpayer guarantees."
Katherine Baicker,CONF_258,Question B: Taxpayers would be better protected if each money market fund in the U.S. were instead required to trade at its floating net asset value.
Katherine Baicker,CONF_259,"Question C: In the absence of floating net asset values, taxpayers would be better protected if each money market fund in the U.S. were required to set aside capital to protect against losses while holding back a portion of shareholders' cash for a time when they seek to withdraw all of their money."
Katherine Baicker,CONF_260,Taxes or bans on large bottles of soft drinks containing sugar are not likely to have a significant effect on obesity rates because people will substitute towards consuming excessive calories in other ways.
Katherine Baicker,CONF_261,Subjecting online sales from out-of-state vendors to the same retail sales taxes imposed on in-state sales would raise more tax revenue in the states making this change while reducing the pro-online bias of current policy.
Katherine Baicker,CONF_262,"Consumers would not necessarily be better off if cable and satellite TV firms were required to offer a la carte pricing for individual channels, because the networks' programming charges and the satellite-and-cable fees could adjust in response to this rule."
Katherine Baicker,CONF_263,"Long run fiscal sustainability in the U.S. will require cuts in currently promised Medicare and Medicaid benefits and/or tax increases that include higher taxes on households with incomes below $250,000."
Katherine Baicker,CONF_264,"Question A: Assuming that Germany eventually agrees to backstop the debt of southern European countries, the eurozone as a whole will be better off if that bailout is unconditional, rather than accompanied by the labor market reforms and future budget controls that Germany is demanding of countries in return."
Katherine Baicker,CONF_265,"Question B: If Germany fails to bail out the southern tier of Europe, its own economy will be hurt more — because of output and asset losses — than it would be by an unconditional bailout."
Katherine Baicker,CONF_266,Question C: The main reason other eurozone countries need to worry about Greek banks losing access to ECB support is because the ensuing chaos in Greece could trigger bank runs in peripheral countries.
Katherine Baicker,CONF_267,Question A: A cut in federal income tax rates in the US right now would lead to higher GDP within five years than without the tax cut.
Katherine Baicker,CONF_268,Question B: A cut in federal income tax rates in the US right now would raise taxable income enough so that the annual total tax revenue would be higher within five years than without the tax cut.
Katherine Baicker,CONF_269,"Question A: Trade with China makes most Americans better off because, among other advantages, they can buy goods that are made or assembled more cheaply in China."
Katherine Baicker,CONF_270,"Question B: Some Americans who work in the production of competing goods, such as clothing and furniture, are made worse off by trade with China."
Katherine Baicker,CONF_271,An important reason why private college and university tuition has risen faster than the CPI during the past few decades is because competition for faculty members — whose potential earnings in other sectors have steadily improved — has driven up their pay faster than their productivity.
Katherine Baicker,CONF_272,"If the fiscal changes that are planned under current US law take place next year — including Bush era tax cuts expiring, Medicare payment rates to doctors being cut, the AMT applying to many more taxpayers, and automatic cuts in defense and non-defense discretionary spending kicking in — then US real GDP growth in 2013 will be lower than it would be under the CBO's alternative fiscal scenario, in which the above changes do not occur."
Katherine Baicker,CONF_273,"New technology for fracking natural gas, by lowering energy costs in the United States, will make US industrial firms more cost competitive and thus significantly stimulate the growth of US merchandise exports."
Katherine Baicker,CONF_274,Cuba’s low per-capita income growth — 1.2 percent per year since 1960 —has more to do with Cuba’s own economic policies than with the U.S. embargo on trade and tourism.
Katherine Baicker,CONF_275,"Question A: Reducing the minimum retirement age in France from 62 back to age 60, permanently, would reduce long-term French economic growth and substantially raise French debt relative to GDP over time."
Katherine Baicker,CONF_276,Question B: France’s overall employment is higher today because of the 35 hour work week than it would be without a limit on weekly hours.
Katherine Baicker,CONF_277,"Connecticut should pass its Senate Bill 60, which states that during a “severe weather event emergency, no person within the chain of distribution of consumer goods and services shall sell or offer to sell consumer goods or services for a price that is unconscionably excessive.”"
Katherine Baicker,CONF_278,"The former head of the Transportation Security Administration is correct in arguing that randomizing airport “security procedures encountered by passengers (additional upper-torso pat-downs, a thorough bag search, a swab test of carry-ons, etc.), while not subjecting everyone to the full gamut"" would make it ""much harder for terrorists to learn how to evade security procedures."""
Katherine Baicker,CONF_279,Laws that limit the resale of tickets for entertainment and sports events make potential audience members for those events worse off on average.
Katherine Baicker,CONF_280,"Prior to the crisis, the benefits from the funding advantage that Fannie Mae and Freddie Mac had by virtue of perceived government support mostly went to their shareholders, rather than into substantially lower interest rates on residential mortgages."
Katherine Baicker,CONF_281,"Question A: If public school students had the option of taking the government money (local, state, federal) currently being spent on their own education and turning that money into vouchers that they could use towards covering the costs of any private school or public school of their choice (e.g. charter schools), most would be better off."
Katherine Baicker,CONF_282,"Question B: The main drawback to allowing all public school students to take the government money (local, state, federal) currently being spent on their own education and turning that money into vouchers that they could use towards covering the costs of any private school or public school of their choice (e.g. charter schools) would be that some students would not make an active choice and would be left with much worse peers and a weaker school."
Katherine Baicker,CONF_283,Question A: The average size of the 19 financial firms that just completed the Federal Reserve stress tests (i.e. the CCAR) would be substantially smaller if they did not have implicit government support.
Katherine Baicker,CONF_284,"Question B: The 19 financial firms that just completed the Federal Reserve stress tests (i.e. the CCAR) are big primarily because of economies of scale and scope, rather than because of implicit government support."
Katherine Baicker,CONF_285,Changes in U.S. gasoline prices over the past 10 years have predominantly been due to market factors rather than U.S. federal economic or energy policies.
Katherine Baicker,CONF_286,"Question A: Freer trade improves productive efficiency and offers consumers better choices, and in the long run these gains are much larger than any effects on employment."
Katherine Baicker,CONF_287,"Question B: On average, citizens of the U.S. have been better off with the North American Free Trade Agreement than they would have been if the trade rules for the U.S., Canada and Mexico prior to NAFTA had remained in place."
Katherine Baicker,CONF_288,"Because the U.S. Treasury bailed out and backstopped banks (by injecting equity into them in late 2008, and later committing to provide public capital to any banks that failed the stress tests and could not raise private capital), the U.S. unemployment rate was lower at the end of 2010 than it would have been without these measures."
Katherine Baicker,CONF_289,"Loosening current licensing restrictions on the range of services that nurses, physician assistants, dental hygienists and pharmacists are permitted to perform would help patients on balance, because the additional safety risks would be small compared to the decreased costs in waiting time and fees."
Katherine Baicker,CONF_290,"Bans on the short selling of financial securities, such as stocks and government bonds, lead to prices that are further, on average, from their fundamental values."
Katherine Baicker,CONF_291,"Question A: Because of the American Recovery and Reinvestment Act of 2009, the U.S. unemployment rate was lower at the end of 2010 than it would have been without the stimulus bill."
Katherine Baicker,CONF_292,"Question B: Taking into account all of the ARRA’s economic consequences — including the economic costs of raising taxes to pay for the spending, its effects on future spending, and any other likely future effects — the benefits of the stimulus will end up exceeding its costs."
Katherine Baicker,CONF_293,"Local ordinances that limit rent increases for some rental housing units, such as in New York and San Francisco, have had a positive impact over the past three decades on the amount and quality of broadly affordable rental housing in cities that have used them."
Katherine Baicker,CONF_294,Question A: The typical chief executive officer of a publicly traded corporation in the U.S. is paid more than his or her marginal contribution to the firm's value.
Katherine Baicker,CONF_295,Question B: Mandating that U.S. publicly listed corporations must allow shareholders to cast a non-binding vote on executive compensation was a good idea.
Katherine Baicker,CONF_296,One of the leading reasons for rising U.S. income inequality over the past three decades is that technological change has affected workers with some skill sets differently than others.
Katherine Baicker,CONF_297,"Question A: If the US replaced its discretionary monetary policy regime with a gold standard, defining a ""dollar"" as a specific number of ounces of gold, the price-stability and employment outcomes would be better for the average American."
Katherine Baicker,CONF_298,Question B: There are many factors besides US inflation risk that influence the current dollar price of gold.
Katherine Baicker,CONF_299,"In general, using more congestion charges in crowded transportation networks — such as higher tolls during peak travel times in cities, and peak fees for airplane takeoff and landing slots — and using the proceeds to lower other taxes would make citizens on average better off."
Katherine Baicker,CONF_300,A tax on the carbon content of fuels would be a less expensive way to reduce carbon-dioxide emissions than would a collection of policies such as “corporate average fuel economy” requirements for automobiles.
Katherine Baicker,CONF_301,"Question A: All else equal, making drugs illegal raises street prices for those drugs because suppliers require extra compensation for the risk of incarceration and other punishments."
Katherine Baicker,CONF_302,Question B: The Netherlands restrictions on “soft drugs” combined with a moderate tax aimed at deterring their consumption would have lower social costs than continuing to prohibit use of those drugs as in the US. (Click here for a summary of the Netherlands restrictions.)
Katherine Baicker,CONF_303,"Question A: Credible assumptions for inflation, GDP growth and primary budget deficits in Italy imply that either the Debt-to-GDP ratio in Italy would increase sharply if Italian interest rates on 10-year government debt remained at the November 30 level of around 7 percent or Italy would lose access to the bond market."
Katherine Baicker,CONF_304,"Question B: Absent outside help to deal with runs, such as a pledge of fiscal support from Germany or an unlimited commitment by the ECB to buy bonds, there is no spending-and-tax plan Italy can announce that would be credible enough to hold its interest rates low enough to stabilize its Debt-to-GDP ratio."
Katherine Baicker,CONF_305,There are no consequential distortions created by the tax preference that favors obtaining health insurance through employers.
Katherine Baicker,CONF_306,"Federal mandates that government purchases should be “buy American” unless there are exceptional circumstances, such as in the American Recovery and Reinvestment Act of 2009, have a significant positive impact on U.S. manufacturing employment."
Katherine Baicker,CONF_307,"Question A: Eliminating tax deductions for non-investment personal interest expenses (e.g., on mortgages), with reductions in personal tax rates that are both budget neutral and keep the burden of taxes by income group the same, would lead to more efficient financing decisions by individuals."
Katherine Baicker,CONF_308,"Question B: Reducing the deductibility of interest expenses for non-financial businesses to equalize the overall tax cost of debt and equity financing, while using the extra revenue to reduce personal and corporate tax rates in a budget neutral fashion that also keeps the burden of taxes the same, would lead to more efficient financing decisions by firms."
Katherine Baicker,CONF_309,"Question A: Unless they have inside information, very few investors, if any, can consistently make accurate predictions about whether the price of an individual stock will rise or fall on a given day."
Katherine Baicker,CONF_310,"Question B: Plausible expectations of future dividends, discounted using a plausible risk-adjusted interest rate, explain well the level of stock prices for recently listed internet businesses in 1999."
Katherine Baicker,CONF_311,The Chinese government pursues policies that keep the renminbi's exchange rate vis à vis the dollar lower than it would be if the currency floated without those policies.
Katherine Baicker,CONF_312,"Public school students would receive a higher quality education if they all had the option of taking the government money (local, state, federal) currently being spent on their own education and turning that money into vouchers that they could use towards covering the costs of any private school or public school of their choice (e.g. charter schools)."
Katherine Baicker,CONF_313,"Question A: All else equal, permanently raising the federal marginal tax rate on ordinary income by 1 percentage point for those in the top (i.e., currently 35%) tax bracket would increase federal tax revenue over the next 10 years."
Katherine Baicker,CONF_314,Question B: The cumulative budget shortfalls in the US over the next 10 years can be reduced by half (or more) purely by increasing the federal marginal tax rate on ordinary income for those in the top tax bracket.
Katherine Baicker,CONF_315,"All else equal, the Fed's new plan to increase the maturity of its Treasury holdings will boost expected real GDP growth for calendar year 2012 by at least one percentage point."
Katherine Baicker,CONF_316,
Katherine Baicker,CONF_317,NA
Katherine Baicker,CONF_318,NA
Katherine Baicker,CONF_319,NA
Katherine Baicker,CONF_320,NA
Katherine Baicker,CONF_321,NA
Katherine Baicker,CONF_322,NA
Katherine Baicker,CONF_323,NA
Katherine Baicker,CONF_324,NA
Katherine Baicker,CONF_325,NA
Katherine Baicker,CONF_326,NA
Katherine Baicker,CONF_327,NA
Katherine Baicker,CONF_328,NA
Katherine Baicker,CONF_329,NA
Katherine Baicker,CONF_330,NA
Katherine Baicker,CONF_331,NA
Katherine Baicker,CONF_332,NA
Katherine Baicker,CONF_333,NA
Katherine Baicker,CONF_334,NA
Katherine Baicker,CONF_335,NA
Katherine Baicker,CONF_336,NA
Katherine Baicker,CONF_337,NA
Katherine Baicker,CONF_338,NA
Katherine Baicker,CONF_339,NA
Katherine Baicker,CONF_340,NA
Katherine Baicker,CONF_341,NA
Katherine Baicker,CONF_342,NA
Katherine Baicker,CONF_343,NA
Katherine Baicker,CONF_344,NA
Katherine Baicker,CONF_345,NA
Katherine Baicker,CONF_346,NA
Katherine Baicker,CONF_347,NA
Katherine Baicker,CONF_348,NA
Katherine Baicker,CONF_349,NA
Katherine Baicker,CONF_350,NA
Katherine Baicker,CONF_351,NA
Katherine Baicker,CONF_352,NA
Katherine Baicker,CONF_353,NA
Katherine Baicker,CONF_354,NA
Katherine Baicker,CONF_355,NA
Katherine Baicker,CONF_356,NA
Katherine Baicker,CONF_357,NA
Katherine Baicker,CONF_358,NA
Katherine Baicker,CONF_359,NA
Katherine Baicker,CONF_360,NA
Katherine Baicker,CONF_361,NA
Katherine Baicker,CONF_362,NA
Katherine Baicker,CONF_363,NA
Katherine Baicker,CONF_364,NA
Katherine Baicker,CONF_365,NA
Katherine Baicker,CONF_366,NA
Katherine Baicker,CONF_367,NA
Katherine Baicker,CONF_368,NA
Katherine Baicker,CONF_369,NA
Katherine Baicker,CONF_370,NA
Katherine Baicker,CONF_371,NA
Katherine Baicker,CONF_372,NA
Katherine Baicker,CONF_373,NA
Katherine Baicker,CONF_374,NA
Katherine Baicker,CONF_375,NA
Katherine Baicker,CONF_376,NA
Katherine Baicker,CONF_377,NA
Katherine Baicker,CONF_378,NA
Katherine Baicker,CONF_379,NA
Katherine Baicker,CONF_380,NA
Katherine Baicker,CONF_381,NA
Katherine Baicker,CONF_382,NA
Katherine Baicker,CONF_383,NA
Katherine Baicker,CONF_384,NA
Katherine Baicker,CONF_385,NA
Katherine Baicker,CONF_386,NA
Katherine Baicker,CONF_387,NA
Katherine Baicker,CONF_388,NA
Katherine Baicker,CONF_389,NA
Katherine Baicker,CONF_390,NA
Katherine Baicker,CONF_391,NA
Katherine Baicker,CONF_392,NA
Katherine Baicker,CONF_393,NA
Katherine Baicker,CONF_394,NA
Katherine Baicker,CONF_395,NA
Katherine Baicker,CONF_396,NA
Katherine Baicker,CONF_397,NA
Katherine Baicker,CONF_398,NA
Katherine Baicker,CONF_399,NA
Katherine Baicker,CONF_400,NA
Katherine Baicker,CONF_401,NA
Katherine Baicker,CONF_402,NA
Katherine Baicker,CONF_403,NA
Katherine Baicker,CONF_404,NA
Katherine Baicker,CONF_405,NA
Katherine Baicker,CONF_406,NA
Katherine Baicker,CONF_407,NA
Katherine Baicker,CONF_408,NA
Katherine Baicker,CONF_409,NA
Katherine Baicker,CONF_410,NA
Katherine Baicker,CONF_411,NA
Katherine Baicker,CONF_412,NA
Katherine Baicker,CONF_413,NA
Katherine Baicker,CONF_414,NA
Katherine Baicker,CONF_415,NA
Katherine Baicker,CONF_416,NA
Katherine Baicker,CONF_417,NA
Katherine Baicker,CONF_418,NA
Katherine Baicker,CONF_419,NA
Katherine Baicker,CONF_420,NA
Katherine Baicker,CONF_421,NA
Katherine Baicker,CONF_422,NA
Katherine Baicker,CONF_423,NA
Katherine Baicker,CONF_424,NA
Katherine Baicker,CONF_425,NA
Katherine Baicker,CONF_426,NA
Katherine Baicker,CONF_427,NA
Katherine Baicker,CONF_428,NA
Katherine Baicker,CONF_429,NA
Katherine Baicker,CONF_430,NA
Katherine Baicker,CONF_431,NA
Katherine Baicker,CONF_432,NA
Katherine Baicker,CONF_433,NA
Katherine Baicker,CONF_434,NA
Katherine Baicker,CONF_435,NA
Katherine Baicker,CONF_436,NA
Katherine Baicker,CONF_437,NA
Katherine Baicker,CONF_438,NA
Katherine Baicker,CONF_439,NA
Katherine Baicker,CONF_440,NA
Katherine Baicker,CONF_441,NA
Katherine Baicker,CONF_442,NA
Katherine Baicker,CONF_443,NA
Katherine Baicker,CONF_444,NA
Katherine Baicker,CONF_445,NA
Katherine Baicker,CONF_446,NA
Katherine Baicker,CONF_447,NA
Katherine Baicker,CONF_448,NA
Katherine Baicker,CONF_449,NA
Katherine Baicker,CONF_450,NA
Katherine Baicker,CONF_451,NA
Katherine Baicker,CONF_452,NA
Katherine Baicker,CONF_453,NA
Katherine Baicker,CONF_454,NA
Katherine Baicker,CONF_455,NA
Katherine Baicker,CONF_456,NA
Katherine Baicker,CONF_457,NA
Katherine Baicker,CONF_458,NA
Katherine Baicker,CONF_459,NA
Katherine Baicker,CONF_460,NA
Katherine Baicker,CONF_461,NA
Katherine Baicker,CONF_462,NA
Katherine Baicker,CONF_463,NA
Katherine Baicker,CONF_464,NA
Katherine Baicker,CONF_465,NA
Katherine Baicker,CONF_466,NA
Katherine Baicker,CONF_467,NA
Katherine Baicker,CONF_468,NA
Katherine Baicker,CONF_469,NA
Katherine Baicker,CONF_470,NA
Katherine Baicker,CONF_471,NA
Katherine Baicker,CONF_472,NA
Katherine Baicker,CONF_473,NA
Katherine Baicker,CONF_474,NA
Katherine Baicker,CONF_475,NA
Katherine Baicker,CONF_476,NA
Katherine Baicker,CONF_477,NA
Katherine Baicker,CONF_478,NA
Katherine Baicker,CONF_479,NA
Katherine Baicker,CONF_480,NA
Katherine Baicker,CONF_481,NA
Katherine Baicker,CONF_482,NA
Katherine Baicker,CONF_483,NA
Katherine Baicker,CONF_484,NA
Katherine Baicker,CONF_485,NA
Katherine Baicker,CONF_486,NA
Katherine Baicker,CONF_487,NA
Katherine Baicker,CONF_488,NA
Katherine Baicker,CONF_489,NA
Katherine Baicker,CONF_490,NA
Katherine Baicker,CONF_491,NA
Katherine Baicker,CONF_492,NA
Katherine Baicker,CONF_493,NA
Katherine Baicker,CONF_494,NA
Katherine Baicker,CONF_495,NA
Katherine Baicker,CONF_496,NA
Katherine Baicker,CONF_497,NA
Katherine Baicker,CONF_498,NA
Katherine Baicker,CONF_499,NA
Katherine Baicker,CONF_500,NA
Katherine Baicker,CONF_501,NA
Katherine Baicker,CONF_502,NA
Katherine Baicker,CONF_503,NA
Katherine Baicker,CONF_504,NA
Katherine Baicker,CONF_505,NA
Katherine Baicker,CONF_506,NA
Katherine Baicker,CONF_507,NA
Katherine Baicker,CONF_508,NA
Katherine Baicker,CONF_509,NA
Katherine Baicker,CONF_510,NA
Katherine Baicker,CONF_511,NA
Katherine Baicker,CONF_512,NA
Katherine Baicker,CONF_513,NA
Katherine Baicker,CONF_514,NA
Katherine Baicker,CONF_515,NA
Katherine Baicker,CONF_516,NA
Katherine Baicker,CONF_517,NA
Katherine Baicker,CONF_518,NA
Katherine Baicker,CONF_519,NA
Katherine Baicker,CONF_520,NA
Katherine Baicker,CONF_521,NA
Katherine Baicker,CONF_522,NA
Katherine Baicker,CONF_523,NA
Katherine Baicker,CONF_524,NA
Katherine Baicker,CONF_525,NA
Katherine Baicker,CONF_526,NA
Katherine Baicker,CONF_527,NA
Katherine Baicker,CONF_528,NA
Katherine Baicker,CONF_529,NA
Katherine Baicker,CONF_530,NA
Katherine Baicker,CONF_531,NA
Katherine Baicker,CONF_532,NA
Katherine Baicker,CONF_533,NA
Katherine Baicker,CONF_534,NA
Katherine Baicker,CONF_535,NA
Katherine Baicker,CONF_536,NA
Katherine Baicker,CONF_537,NA
Katherine Baicker,CONF_538,NA
Katherine Baicker,CONF_539,NA
Katherine Baicker,CONF_540,NA
Katherine Baicker,CONF_541,NA
Katherine Baicker,CONF_542,NA
Katherine Baicker,CONF_543,NA
Katherine Baicker,CONF_544,NA
Katherine Baicker,CONF_545,NA
Katherine Baicker,CONF_546,NA
Katherine Baicker,CONF_547,NA
Katherine Baicker,CONF_548,NA
Katherine Baicker,CONF_549,NA
Katherine Baicker,CONF_550,NA
Katherine Baicker,CONF_551,NA
Katherine Baicker,CONF_552,NA
Katherine Baicker,CONF_553,NA
Katherine Baicker,CONF_554,NA
Katherine Baicker,CONF_555,NA
Katherine Baicker,CONF_556,NA
Katherine Baicker,CONF_557,NA
Katherine Baicker,CONF_558,NA
Katherine Baicker,CONF_559,NA
Katherine Baicker,CONF_560,NA
Katherine Baicker,CONF_561,NA
Katherine Baicker,CONF_562,NA
Katherine Baicker,CONF_563,NA
Katherine Baicker,CONF_564,NA
Katherine Baicker,CONF_565,NA
Katherine Baicker,CONF_566,NA
Katherine Baicker,CONF_567,NA
Katherine Baicker,CONF_568,NA
Katherine Baicker,CONF_569,NA
Katherine Baicker,CONF_570,NA
Katherine Baicker,CONF_571,NA
Katherine Baicker,CONF_572,NA
Katherine Baicker,CONF_573,NA
Katherine Baicker,CONF_574,NA
Katherine Baicker,CONF_575,NA
Katherine Baicker,CONF_576,NA
Katherine Baicker,CONF_577,NA
Katherine Baicker,CONF_578,NA
Katherine Baicker,CONF_579,NA
Katherine Baicker,CONF_580,NA
Katherine Baicker,CONF_581,NA
Katherine Baicker,CONF_582,NA
Katherine Baicker,CONF_583,NA
Katherine Baicker,CONF_584,NA
Katherine Baicker,CONF_585,NA
Katherine Baicker,CONF_586,NA
Katherine Baicker,CONF_587,NA
Katherine Baicker,CONF_588,NA
Katherine Baicker,CONF_589,NA
Katherine Baicker,CONF_590,NA
Katherine Baicker,CONF_591,NA
Katherine Baicker,CONF_592,NA
Katherine Baicker,CONF_593,NA
Katherine Baicker,CONF_594,NA
Katherine Baicker,CONF_595,NA
Katherine Baicker,CONF_596,NA
Katherine Baicker,CONF_597,NA
Katherine Baicker,CONF_598,NA
Katherine Baicker,CONF_599,NA
Katherine Baicker,CONF_600,NA
Katherine Baicker,CONF_601,NA
Katherine Baicker,CONF_602,NA
Katherine Baicker,CONF_603,NA
Katherine Baicker,CONF_604,NA
Katherine Baicker,CONF_605,NA
Katherine Baicker,CONF_606,NA
Katherine Baicker,CONF_607,NA
Katherine Baicker,CONF_608,NA
Katherine Baicker,CONF_609,NA
Katherine Baicker,CONF_610,NA
Katherine Baicker,CONF_611,NA
Katherine Baicker,CONF_612,NA
Katherine Baicker,CONF_613,NA
Katherine Baicker,CONF_614,NA
Katherine Baicker,CONF_615,NA
Katherine Baicker,CONF_616,NA
Katherine Baicker,CONF_617,NA
Katherine Baicker,CONF_618,NA
Katherine Baicker,CONF_619,NA
Katherine Baicker,CONF_620,NA
Katherine Baicker,CONF_621,NA
Katherine Baicker,CONF_622,NA
Katherine Baicker,CONF_623,NA
Katherine Baicker,CONF_624,NA
Katherine Baicker,CONF_625,NA
Katherine Baicker,CONF_626,NA
Katherine Baicker,CONF_627,NA
Katherine Baicker,CONF_628,NA
Katherine Baicker,CONF_629,NA
Katherine Baicker,CONF_630,NA
Katherine Baicker,CONF_631,NA
Katherine Baicker,CONF_632,NA
Katherine Baicker,CONF_633,NA
Katherine Baicker,CONF_634,NA
Katherine Baicker,CONF_635,NA
Katherine Baicker,CONF_636,NA
Katherine Baicker,CONF_637,NA
Katherine Baicker,CONF_638,NA
Katherine Baicker,CONF_639,NA
Katherine Baicker,CONF_640,NA
Katherine Baicker,CONF_641,NA
Katherine Baicker,CONF_642,NA
Katherine Baicker,CONF_643,NA
Katherine Baicker,CONF_644,NA
Katherine Baicker,CONF_645,NA
Katherine Baicker,CONF_646,NA
Katherine Baicker,CONF_647,NA
Katherine Baicker,CONF_648,NA
Katherine Baicker,CONF_649,NA
Katherine Baicker,CONF_650,NA
Katherine Baicker,CONF_651,NA
Katherine Baicker,CONF_652,NA
Katherine Baicker,CONF_653,NA
Katherine Baicker,CONF_654,NA
Katherine Baicker,CONF_655,NA
Katherine Baicker,CONF_656,NA
Katherine Baicker,CONF_657,NA
Katherine Baicker,CONF_658,NA
Katherine Baicker,CONF_659,NA
Katherine Baicker,CONF_660,NA
Katherine Baicker,CONF_661,NA
Katherine Baicker,CONF_662,NA
Katherine Baicker,CONF_663,NA
Katherine Baicker,CONF_664,NA
Katherine Baicker,CONF_665,NA
Katherine Baicker,CONF_666,NA
Katherine Baicker,CONF_667,NA
Katherine Baicker,CONF_668,NA
Katherine Baicker,CONF_669,NA
Katherine Baicker,CONF_670,NA
Katherine Baicker,CONF_671,NA
Katherine Baicker,CONF_672,NA
Katherine Baicker,CONF_673,NA
Katherine Baicker,CONF_674,NA
Katherine Baicker,CONF_675,NA
Katherine Baicker,CONF_676,NA
Katherine Baicker,CONF_677,NA
Katherine Baicker,CONF_678,NA
Katherine Baicker,CONF_679,NA
Katherine Baicker,CONF_680,NA
Katherine Baicker,CONF_681,NA
Katherine Baicker,CONF_682,NA
