Name,Question,Qtext
Nicholas Bloom,CONF_439,NA
Nicholas Bloom,CONF_440,NA
Nicholas Bloom,CONF_441,NA
Nicholas Bloom,CONF_442,NA
Nicholas Bloom,CONF_443,NA
Nicholas Bloom,CONF_444,NA
Nicholas Bloom,CONF_445,NA
Nicholas Bloom,CONF_446,NA
Nicholas Bloom,CONF_447,NA
Nicholas Bloom,CONF_448,NA
Nicholas Bloom,CONF_449,NA
Nicholas Bloom,CONF_450,NA
Nicholas Bloom,CONF_451,NA
Nicholas Bloom,CONF_452,NA
Nicholas Bloom,CONF_453,NA
Nicholas Bloom,CONF_454,NA
Nicholas Bloom,CONF_455,NA
Nicholas Bloom,CONF_456,NA
Nicholas Bloom,CONF_457,NA
Nicholas Bloom,CONF_458,NA
Nicholas Bloom,CONF_459,NA
Nicholas Bloom,CONF_460,NA
Nicholas Bloom,CONF_461,NA
Nicholas Bloom,CONF_462,NA
Nicholas Bloom,CONF_463,NA
Nicholas Bloom,CONF_464,NA
Nicholas Bloom,CONF_465,NA
Nicholas Bloom,CONF_466,NA
Nicholas Bloom,CONF_467,NA
Nicholas Bloom,CONF_468,NA
Nicholas Bloom,CONF_469,NA
Nicholas Bloom,CONF_470,NA
Nicholas Bloom,CONF_471,NA
Nicholas Bloom,CONF_472,NA
Nicholas Bloom,CONF_473,NA
Nicholas Bloom,CONF_474,NA
Nicholas Bloom,CONF_475,NA
Nicholas Bloom,CONF_476,NA
Nicholas Bloom,CONF_477,NA
Nicholas Bloom,CONF_478,NA
Nicholas Bloom,CONF_479,NA
Nicholas Bloom,CONF_480,NA
Nicholas Bloom,CONF_481,NA
Nicholas Bloom,CONF_482,NA
Nicholas Bloom,CONF_483,NA
Nicholas Bloom,CONF_484,NA
Nicholas Bloom,CONF_485,NA
Nicholas Bloom,CONF_486,NA
Nicholas Bloom,CONF_487,NA
Nicholas Bloom,CONF_488,NA
Nicholas Bloom,CONF_489,NA
Nicholas Bloom,CONF_490,NA
Nicholas Bloom,CONF_491,NA
Nicholas Bloom,CONF_492,NA
Nicholas Bloom,CONF_493,NA
Nicholas Bloom,CONF_494,NA
Nicholas Bloom,CONF_495,NA
Nicholas Bloom,CONF_496,NA
Nicholas Bloom,CONF_497,NA
Nicholas Bloom,CONF_498,NA
Nicholas Bloom,CONF_499,NA
Nicholas Bloom,CONF_500,NA
Nicholas Bloom,CONF_501,NA
Nicholas Bloom,CONF_502,NA
Nicholas Bloom,CONF_503,NA
Nicholas Bloom,CONF_504,NA
Nicholas Bloom,CONF_505,NA
Nicholas Bloom,CONF_506,NA
Nicholas Bloom,CONF_507,NA
Nicholas Bloom,CONF_508,NA
Nicholas Bloom,CONF_509,NA
Nicholas Bloom,CONF_510,NA
Nicholas Bloom,CONF_511,NA
Nicholas Bloom,CONF_512,NA
Nicholas Bloom,CONF_513,NA
Nicholas Bloom,CONF_514,NA
Nicholas Bloom,CONF_515,NA
Nicholas Bloom,CONF_516,NA
Nicholas Bloom,CONF_517,NA
Nicholas Bloom,CONF_518,NA
Nicholas Bloom,CONF_519,NA
Nicholas Bloom,CONF_520,NA
Nicholas Bloom,CONF_521,NA
Nicholas Bloom,CONF_522,NA
Nicholas Bloom,CONF_523,NA
Nicholas Bloom,CONF_524,NA
Nicholas Bloom,CONF_525,NA
Nicholas Bloom,CONF_526,NA
Nicholas Bloom,CONF_527,NA
Nicholas Bloom,CONF_528,NA
Nicholas Bloom,CONF_529,NA
Nicholas Bloom,CONF_530,NA
Nicholas Bloom,CONF_531,NA
Nicholas Bloom,CONF_532,NA
Nicholas Bloom,CONF_533,NA
Nicholas Bloom,CONF_534,NA
Nicholas Bloom,CONF_535,NA
Nicholas Bloom,CONF_536,NA
Nicholas Bloom,CONF_537,NA
Nicholas Bloom,CONF_538,NA
Nicholas Bloom,CONF_539,NA
Nicholas Bloom,CONF_540,NA
Nicholas Bloom,CONF_541,NA
Nicholas Bloom,CONF_542,NA
Nicholas Bloom,CONF_543,NA
Nicholas Bloom,CONF_544,NA
Nicholas Bloom,CONF_545,NA
Nicholas Bloom,CONF_546,NA
Nicholas Bloom,CONF_547,NA
Nicholas Bloom,CONF_548,NA
Nicholas Bloom,CONF_549,NA
Nicholas Bloom,CONF_550,NA
Nicholas Bloom,CONF_551,NA
Nicholas Bloom,CONF_552,NA
Nicholas Bloom,CONF_553,NA
Nicholas Bloom,CONF_554,NA
Nicholas Bloom,CONF_555,NA
Nicholas Bloom,CONF_556,NA
Nicholas Bloom,CONF_557,NA
Nicholas Bloom,CONF_558,NA
Nicholas Bloom,CONF_559,NA
Nicholas Bloom,CONF_560,NA
Nicholas Bloom,CONF_561,NA
Nicholas Bloom,CONF_562,NA
Nicholas Bloom,CONF_563,NA
Nicholas Bloom,CONF_564,NA
Nicholas Bloom,CONF_565,NA
Nicholas Bloom,CONF_566,NA
Nicholas Bloom,CONF_567,NA
Nicholas Bloom,CONF_568,NA
Nicholas Bloom,CONF_569,NA
Nicholas Bloom,CONF_570,NA
Nicholas Bloom,CONF_571,NA
Nicholas Bloom,CONF_572,NA
Nicholas Bloom,CONF_573,NA
Nicholas Bloom,CONF_574,NA
Nicholas Bloom,CONF_575,NA
Nicholas Bloom,CONF_576,NA
Nicholas Bloom,CONF_577,NA
Nicholas Bloom,CONF_578,NA
Nicholas Bloom,CONF_579,NA
Nicholas Bloom,CONF_580,NA
Nicholas Bloom,CONF_581,NA
Nicholas Bloom,CONF_582,NA
Nicholas Bloom,CONF_583,NA
Nicholas Bloom,CONF_584,NA
Nicholas Bloom,CONF_585,NA
Nicholas Bloom,CONF_586,NA
Nicholas Bloom,CONF_587,NA
Nicholas Bloom,CONF_588,NA
Nicholas Bloom,CONF_589,NA
Nicholas Bloom,CONF_590,NA
Nicholas Bloom,CONF_591,NA
Nicholas Bloom,CONF_592,NA
Nicholas Bloom,CONF_593,NA
Nicholas Bloom,CONF_594,NA
Nicholas Bloom,CONF_595,NA
Nicholas Bloom,CONF_596,NA
Nicholas Bloom,CONF_597,NA
Nicholas Bloom,CONF_598,NA
Nicholas Bloom,CONF_599,NA
Nicholas Bloom,CONF_600,NA
Nicholas Bloom,CONF_601,NA
Nicholas Bloom,CONF_602,NA
Nicholas Bloom,CONF_603,NA
Nicholas Bloom,CONF_604,NA
Nicholas Bloom,CONF_605,NA
Nicholas Bloom,CONF_606,NA
Nicholas Bloom,CONF_607,NA
Nicholas Bloom,CONF_608,NA
Nicholas Bloom,CONF_609,NA
Nicholas Bloom,CONF_610,NA
Nicholas Bloom,CONF_611,NA
Nicholas Bloom,CONF_612,NA
Nicholas Bloom,CONF_613,NA
Nicholas Bloom,CONF_614,NA
Nicholas Bloom,CONF_615,NA
Nicholas Bloom,CONF_616,NA
Nicholas Bloom,CONF_617,NA
Nicholas Bloom,CONF_618,NA
Nicholas Bloom,CONF_619,NA
Nicholas Bloom,CONF_620,NA
Nicholas Bloom,CONF_621,NA
Nicholas Bloom,CONF_622,NA
Nicholas Bloom,CONF_623,NA
Nicholas Bloom,CONF_624,NA
Nicholas Bloom,CONF_625,NA
Nicholas Bloom,CONF_626,NA
Nicholas Bloom,CONF_627,NA
Nicholas Bloom,CONF_628,NA
Nicholas Bloom,CONF_629,NA
Nicholas Bloom,CONF_630,NA
Nicholas Bloom,CONF_631,NA
Nicholas Bloom,CONF_632,NA
Nicholas Bloom,CONF_633,NA
Nicholas Bloom,CONF_634,NA
Nicholas Bloom,CONF_635,NA
Nicholas Bloom,CONF_636,NA
Nicholas Bloom,CONF_637,NA
Nicholas Bloom,CONF_638,NA
Nicholas Bloom,CONF_639,NA
Nicholas Bloom,CONF_640,NA
Nicholas Bloom,CONF_641,NA
Nicholas Bloom,CONF_642,NA
Nicholas Bloom,CONF_643,NA
Nicholas Bloom,CONF_644,NA
Nicholas Bloom,CONF_645,NA
Nicholas Bloom,CONF_646,NA
Nicholas Bloom,CONF_647,NA
Nicholas Bloom,CONF_648,NA
Nicholas Bloom,CONF_649,NA
Nicholas Bloom,CONF_650,NA
Nicholas Bloom,CONF_651,NA
Nicholas Bloom,CONF_652,NA
Nicholas Bloom,CONF_653,NA
Nicholas Bloom,CONF_654,NA
Nicholas Bloom,CONF_655,NA
Nicholas Bloom,CONF_656,NA
Nicholas Bloom,CONF_657,NA
Nicholas Bloom,CONF_658,NA
Nicholas Bloom,CONF_659,NA
Nicholas Bloom,CONF_660,NA
Nicholas Bloom,CONF_661,NA
Nicholas Bloom,CONF_662,NA
Nicholas Bloom,CONF_663,NA
Nicholas Bloom,CONF_664,NA
Nicholas Bloom,CONF_665,NA
Nicholas Bloom,CONF_666,NA
Nicholas Bloom,CONF_667,NA
Nicholas Bloom,CONF_668,NA
Nicholas Bloom,CONF_669,NA
Nicholas Bloom,CONF_670,NA
Nicholas Bloom,CONF_671,NA
Nicholas Bloom,CONF_672,NA
Nicholas Bloom,CONF_673,NA
Nicholas Bloom,CONF_674,NA
Nicholas Bloom,CONF_675,NA
Nicholas Bloom,CONF_676,NA
Nicholas Bloom,CONF_677,NA
Nicholas Bloom,CONF_678,NA
Nicholas Bloom,CONF_679,NA
Nicholas Bloom,CONF_680,NA
Nicholas Bloom,CONF_681,NA
Nicholas Bloom,CONF_682,NA
Nicholas Bloom,CONF_683,NA
Nicholas Bloom,CONF_684,NA
Nicholas Bloom,CONF_685,NA
Nicholas Bloom,CONF_686,NA
Nicholas Bloom,CONF_687,NA
Nicholas Bloom,CONF_688,NA
Nicholas Bloom,CONF_689,NA
Nicholas Bloom,CONF_690,NA
Nicholas Bloom,CONF_691,NA
Nicholas Bloom,CONF_692,NA
Nicholas Bloom,CONF_693,NA
Nicholas Bloom,CONF_694,NA
Nicholas Bloom,CONF_695,NA
Nicholas Bloom,CONF_696,NA
Nicholas Bloom,CONF_697,NA
Nicholas Bloom,CONF_698,NA
Nicholas Bloom,CONF_699,NA
Nicholas Bloom,CONF_700,NA
Nicholas Bloom,CONF_701,NA
Nicholas Bloom,CONF_702,NA
Nicholas Bloom,CONF_703,NA
Nicholas Bloom,CONF_704,NA
Nicholas Bloom,CONF_705,NA
Nicholas Bloom,CONF_706,NA
Nicholas Bloom,CONF_707,NA
Nicholas Bloom,CONF_708,NA
Nicholas Bloom,CONF_709,NA
Nicholas Bloom,CONF_710,NA
Nicholas Bloom,CONF_711,NA
Nicholas Bloom,CONF_712,NA
Nicholas Bloom,CONF_713,NA
Nicholas Bloom,CONF_714,NA
Nicholas Bloom,CONF_715,NA
Nicholas Bloom,CONF_716,NA
Nicholas Bloom,CONF_717,NA
Nicholas Bloom,CONF_718,NA
Nicholas Bloom,CONF_719,NA
Nicholas Bloom,CONF_720,NA
Nicholas Bloom,CONF_721,NA
Nicholas Bloom,CONF_722,NA
Nicholas Bloom,CONF_723,NA
Nicholas Bloom,CONF_724,NA
Nicholas Bloom,CONF_725,NA
Nicholas Bloom,CONF_726,NA
Nicholas Bloom,CONF_727,NA
Nicholas Bloom,CONF_728,NA
Nicholas Bloom,CONF_729,NA
Nicholas Bloom,CONF_730,NA
Nicholas Bloom,CONF_731,NA
Nicholas Bloom,CONF_732,NA
Nicholas Bloom,CONF_733,NA
Nicholas Bloom,CONF_734,NA
Nicholas Bloom,CONF_735,NA
Nicholas Bloom,CONF_736,NA
Nicholas Bloom,CONF_737,NA
Nicholas Bloom,CONF_738,NA
Nicholas Bloom,CONF_739,NA
Nicholas Bloom,CONF_740,NA
Nicholas Bloom,CONF_741,NA
Nicholas Bloom,CONF_742,NA
Nicholas Bloom,CONF_743,NA
Nicholas Bloom,CONF_744,NA
Nicholas Bloom,CONF_745,NA
Nicholas Bloom,CONF_746,NA
Nicholas Bloom,CONF_747,NA
Nicholas Bloom,CONF_748,NA
Nicholas Bloom,CONF_749,NA
Nicholas Bloom,CONF_750,NA
Nicholas Bloom,CONF_751,NA
Nicholas Bloom,CONF_752,NA
Nicholas Bloom,CONF_753,NA
Nicholas Bloom,CONF_754,NA
Nicholas Bloom,CONF_755,NA
Nicholas Bloom,CONF_756,NA
Nicholas Bloom,CONF_757,NA
Nicholas Bloom,CONF_758,NA
Nicholas Bloom,CONF_759,NA
Nicholas Bloom,CONF_760,NA
Nicholas Bloom,CONF_761,NA
Nicholas Bloom,CONF_762,NA
Nicholas Bloom,CONF_763,NA
Nicholas Bloom,CONF_764,NA
Nicholas Bloom,CONF_765,NA
Nicholas Bloom,CONF_766,NA
Nicholas Bloom,CONF_767,NA
Nicholas Bloom,CONF_768,NA
Nicholas Bloom,CONF_769,NA
Nicholas Bloom,CONF_770,NA
Nicholas Bloom,CONF_771,NA
Nicholas Bloom,CONF_772,NA
Nicholas Bloom,CONF_773,NA
Nicholas Bloom,CONF_774,NA
Nicholas Bloom,CONF_775,NA
Nicholas Bloom,CONF_776,NA
Nicholas Bloom,CONF_777,NA
Nicholas Bloom,CONF_778,NA
Nicholas Bloom,CONF_779,NA
Nicholas Bloom,CONF_780,NA
Nicholas Bloom,CONF_781,NA
Nicholas Bloom,CONF_782,NA
Nicholas Bloom,CONF_783,NA
Nicholas Bloom,CONF_784,NA
Nicholas Bloom,CONF_785,NA
Nicholas Bloom,CONF_786,NA
Nicholas Bloom,CONF_787,NA
Nicholas Bloom,CONF_788,NA
Nicholas Bloom,CONF_789,NA
Nicholas Bloom,CONF_790,NA
Nicholas Bloom,CONF_791,NA
Nicholas Bloom,CONF_792,NA
Nicholas Bloom,CONF_793,NA
Nicholas Bloom,CONF_794,NA
Nicholas Bloom,CONF_795,NA
Nicholas Bloom,CONF_796,NA
Nicholas Bloom,CONF_797,NA
Nicholas Bloom,CONF_798,NA
Nicholas Bloom,CONF_799,NA
Nicholas Bloom,CONF_800,NA
Nicholas Bloom,CONF_801,NA
Nicholas Bloom,CONF_802,NA
Nicholas Bloom,CONF_803,NA
Nicholas Bloom,CONF_804,NA
Nicholas Bloom,CONF_805,NA
Nicholas Bloom,CONF_806,NA
Nicholas Bloom,CONF_807,NA
Nicholas Bloom,CONF_808,NA
Nicholas Bloom,CONF_809,NA
Nicholas Bloom,CONF_810,NA
Nicholas Bloom,CONF_811,NA
Nicholas Bloom,CONF_812,NA
Nicholas Bloom,CONF_813,NA
Nicholas Bloom,CONF_814,NA
Nicholas Bloom,CONF_815,NA
Nicholas Bloom,CONF_816,NA
Nicholas Bloom,CONF_817,NA
Nicholas Bloom,CONF_818,NA
Nicholas Bloom,CONF_819,NA
Nicholas Bloom,CONF_820,NA
Nicholas Bloom,CONF_821,NA
Nicholas Bloom,CONF_822,NA
Nicholas Bloom,CONF_823,NA
Nicholas Bloom,CONF_824,NA
Nicholas Bloom,CONF_825,NA
Nicholas Bloom,CONF_826,NA
Nicholas Bloom,CONF_827,NA
Nicholas Bloom,CONF_828,NA
Nicholas Bloom,CONF_829,NA
Nicholas Bloom,CONF_830,NA
Nicholas Bloom,CONF_831,NA
Nicholas Bloom,CONF_832,NA
Nicholas Bloom,CONF_833,NA
Nicholas Bloom,CONF_834,NA
Nicholas Bloom,CONF_835,NA
Nicholas Bloom,CONF_836,NA
Nicholas Bloom,CONF_837,NA
Nicholas Bloom,CONF_838,NA
Nicholas Bloom,CONF_839,NA
Nicholas Bloom,CONF_840,NA
Nicholas Bloom,CONF_841,NA
Nicholas Bloom,CONF_842,NA
Nicholas Bloom,CONF_843,NA
Nicholas Bloom,CONF_844,NA
Nicholas Bloom,CONF_845,NA
Nicholas Bloom,CONF_846,NA
Nicholas Bloom,CONF_847,NA
Nicholas Bloom,CONF_848,NA
Nicholas Bloom,CONF_849,NA
Nicholas Bloom,CONF_850,NA
Nicholas Bloom,CONF_851,NA
Nicholas Bloom,CONF_852,NA
Nicholas Bloom,CONF_853,NA
Nicholas Bloom,CONF_854,NA
Nicholas Bloom,CONF_855,NA
Nicholas Bloom,CONF_856,NA
Nicholas Bloom,CONF_857,NA
Nicholas Bloom,CONF_858,NA
Nicholas Bloom,CONF_859,NA
Nicholas Bloom,CONF_860,NA
Nicholas Bloom,CONF_861,NA
Nicholas Bloom,CONF_862,NA
Nicholas Bloom,CONF_863,NA
Nicholas Bloom,CONF_864,NA
Nicholas Bloom,CONF_865,NA
Nicholas Bloom,CONF_866,NA
Nicholas Bloom,CONF_867,NA
Nicholas Bloom,CONF_868,NA
Nicholas Bloom,CONF_869,NA
Nicholas Bloom,CONF_870,NA
Nicholas Bloom,CONF_871,NA
Nicholas Bloom,CONF_872,NA
Nicholas Bloom,CONF_873,NA
Nicholas Bloom,CONF_874,NA
Nicholas Bloom,CONF_875,NA
Nicholas Bloom,CONF_876,NA
Nicholas Bloom,CONF_877,NA
Nicholas Bloom,CONF_878,NA
Nicholas Bloom,CONF_879,NA
Nicholas Bloom,CONF_880,NA
Nicholas Bloom,CONF_881,NA
Nicholas Bloom,CONF_882,NA
Nicholas Bloom,CONF_883,NA
Nicholas Bloom,CONF_884,NA
Nicholas Bloom,CONF_885,NA
Nicholas Bloom,CONF_886,NA
Nicholas Bloom,CONF_887,NA
Nicholas Bloom,CONF_888,NA
Nicholas Bloom,CONF_889,NA
Nicholas Bloom,CONF_890,NA
Nicholas Bloom,CONF_891,NA
Nicholas Bloom,CONF_892,NA
Nicholas Bloom,CONF_893,NA
Nicholas Bloom,CONF_894,NA
Nicholas Bloom,CONF_895,NA
Nicholas Bloom,CONF_896,NA
Nicholas Bloom,CONF_897,NA
Nicholas Bloom,CONF_898,NA
Nicholas Bloom,CONF_899,NA
Nicholas Bloom,CONF_900,NA
Nicholas Bloom,CONF_901,NA
Nicholas Bloom,CONF_902,NA
Nicholas Bloom,CONF_903,NA
Nicholas Bloom,CONF_904,NA
Nicholas Bloom,CONF_905,NA
Nicholas Bloom,CONF_906,NA
Nicholas Bloom,CONF_907,NA
Nicholas Bloom,CONF_908,NA
Nicholas Bloom,CONF_909,NA
Nicholas Bloom,CONF_910,NA
Nicholas Bloom,CONF_911,NA
Nicholas Bloom,CONF_912,NA
Nicholas Bloom,CONF_913,NA
Nicholas Bloom,CONF_914,NA
Nicholas Bloom,CONF_915,NA
Nicholas Bloom,CONF_916,NA
Nicholas Bloom,CONF_917,NA
Nicholas Bloom,CONF_918,NA
Nicholas Bloom,CONF_919,NA
Nicholas Bloom,CONF_920,NA
Nicholas Bloom,CONF_921,NA
Nicholas Bloom,CONF_922,NA
Nicholas Bloom,CONF_923,NA
Nicholas Bloom,CONF_924,NA
Nicholas Bloom,CONF_925,NA
Nicholas Bloom,CONF_926,NA
Nicholas Bloom,CONF_927,NA
Nicholas Bloom,CONF_928,NA
Nicholas Bloom,CONF_929,NA
Nicholas Bloom,CONF_930,NA
Nicholas Bloom,CONF_931,NA
Nicholas Bloom,CONF_932,NA
Nicholas Bloom,CONF_933,NA
Nicholas Bloom,CONF_934,NA
Nicholas Bloom,CONF_935,NA
Nicholas Bloom,CONF_936,NA
Nicholas Bloom,CONF_937,NA
Nicholas Bloom,CONF_938,NA
Nicholas Bloom,CONF_939,NA
Nicholas Bloom,CONF_940,NA
Nicholas Bloom,CONF_941,NA
Nicholas Bloom,CONF_942,NA
Nicholas Bloom,CONF_943,NA
Nicholas Bloom,CONF_944,NA
Nicholas Bloom,CONF_945,NA
Nicholas Bloom,CONF_946,NA
Nicholas Bloom,CONF_947,NA
Nicholas Bloom,CONF_948,NA
Nicholas Bloom,CONF_949,NA
Nicholas Bloom,CONF_950,NA
Nicholas Bloom,CONF_951,NA
Nicholas Bloom,CONF_952,NA
Nicholas Bloom,CONF_953,NA
Nicholas Bloom,CONF_954,NA
Nicholas Bloom,CONF_955,NA
Nicholas Bloom,CONF_956,NA
Nicholas Bloom,CONF_957,NA
Nicholas Bloom,CONF_958,NA
Nicholas Bloom,CONF_959,NA
Nicholas Bloom,CONF_960,NA
Nicholas Bloom,CONF_961,NA
Nicholas Bloom,CONF_962,NA
Nicholas Bloom,CONF_963,NA
Nicholas Bloom,CONF_964,NA
Nicholas Bloom,CONF_965,NA
Nicholas Bloom,CONF_966,NA
Nicholas Bloom,CONF_967,NA
Nicholas Bloom,CONF_968,NA
Nicholas Bloom,CONF_969,NA
Nicholas Bloom,CONF_970,NA
Nicholas Bloom,CONF_971,NA
Nicholas Bloom,CONF_972,NA
Nicholas Bloom,CONF_973,NA
Nicholas Bloom,CONF_974,NA
Nicholas Bloom,CONF_975,NA
Nicholas Bloom,CONF_976,NA
Nicholas Bloom,CONF_977,NA
Nicholas Bloom,CONF_978,NA
Nicholas Bloom,CONF_979,NA
Nicholas Bloom,CONF_980,NA
Nicholas Bloom,CONF_981,NA
Nicholas Bloom,CONF_982,NA
Nicholas Bloom,CONF_983,NA
Nicholas Bloom,CONF_984,NA
Nicholas Bloom,CONF_985,NA
Nicholas Bloom,CONF_986,NA
Nicholas Bloom,CONF_987,NA
Nicholas Bloom,CONF_988,NA
Nicholas Bloom,CONF_989,NA
Nicholas Bloom,CONF_990,NA
Nicholas Bloom,CONF_991,NA
Nicholas Bloom,CONF_992,NA
Nicholas Bloom,CONF_993,NA
Nicholas Bloom,CONF_994,NA
Nicholas Bloom,CONF_995,NA
Nicholas Bloom,CONF_996,NA
Nicholas Bloom,CONF_997,NA
Nicholas Bloom,CONF_998,NA
Nicholas Bloom,CONF_999,NA
Nicholas Bloom,CONF_1000,NA
